Malicious,Package Repository,Package Name,Number of Words in source code,Number of lines in source code,plus ratio mean,plus ratio max,plus ratio std,plus ratio q3,eq ratio mean,eq ratio max,eq ratio std,eq ratio q3,bracket ratio mean,bracket ratio max,bracket ratio std,bracket ratio q3,Number of base64 chunks in source code,Number of IP adress in source code,Number of sospicious token in source code,Number of Words in metadata,Number of lines in metadata,Number of base64 chunks in metadata,Number of IP adress in metadata,Number of sospicious token in metadata,.bat,.bz2,.c,.cert,.conf,.cpp,.crt,.css,.csv,.deb,.erb,.gemspec,.gif,.gz,.h,.html,.ico,.ini,.jar,.java,.jpg,.js,.json,.key,.m4v,.markdown,.md,.pdf,.pem,.png,.ps,.py,.rb,.rpm,.rst,.sh,.svg,.toml,.ttf,.txt,.xml,.yaml,.yml,.eot,.exe,.jpeg,.properties,.sql,.swf,.tar,.woff,.woff2,.aac,.bmp,.cfg,.dcm,.dll,.doc,.flac,.flv,.ipynb,.m4a,.mid,.mkv,.mp3,.mp4,.mpg,.ogg,.otf,.pickle,.pkl,.psd,.pxd,.pxi,.pyc,.pyx,.r,.rtf,.so,.sqlite,.tif,.tp,.wav,.webp,.whl,.xcf,.xz,.zip,.mov,.wasm,.webm,presence of installation script,shannon mean ID source code,shannon std ID source code,shannon max ID source code,shannon q3 ID source code,shannon mean string source code,shannon std string source code,shannon max string source code,shannon q3 string source code,homogeneous identifiers in source code,homogeneous strings in source code,heteregeneous identifiers in source code,heterogeneous strings in source code,URLs in source code,shannon mean ID metadata,shannon std ID metadata,shannon max ID metadata,shannon q3 ID metadata,shannon mean string metadata,shannon std string metadata,shannon max string metadata,shannon q3 string metadata,homogeneous identifiers in metadata,homogeneous strings in metadata,heterogeneous strings in metadata,URLs in metadata,heteregeneous identifiers in metadata
0,NPM,financejs-4.1.0,1571,377,0.001359047,0.002718095,0.001921983,0.002038571,0.005696062,0.01009578,0.006222141,0.007895921,0.001747951,0.002718095,0.001371991,0.002233023,0,0,0,62,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09744165,0.1531833887492381,0.5,0.2344977967946406,0.02461039,0.1015641327045603,0.473186468,0,437,151,0,0,0,0.008833983,0.038506441,0.1766796675107106,0,0.2123773020980486,0.2002907347498916,0.5,0.3609640474436811,19,11,3,3,0
0,NPM,find-up-6.3.0,307,109,0,0,0,0,0.010447761,0.010447761,0,0.010447761,0.002985075,0.002985075,0,0.002985075,0,0,0,101,56,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1106835456120553,0.1442545003014934,0.480618302,0.2516291673878228,0.189124632,0.1274361315675584,0.3609640474436811,0.2617056944938105,101,2,0,0,0,0.033778261,0.08266565,0.2958363892911637,0,0.1646902703350093,0.2070776634043986,0.5,0.3339994199790531,23,33,11,2,0
0,NPM,fish-react-virtualized-9.22.3,180723,56983,0.000252151,0.005955335,0.000694292,0.000225261,0.005471097,0.01438504,0.002988831,0.007244304,0.001952077,0.00862069,0.002045903,0.003132821,110,0,68,431,158,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,243,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202111775,0.1834529993726482,0.8962406251802889,0.325011211,0.1187165918780891,0.1894460417476586,0.79248125,0.2717822215997982,37098,12918,5301,194,61,0.1515775579581987,0.1283509978969428,0.4969486319682115,0.2516291673878228,0.2414525098970351,0.2295485732584199,0.7883106100537456,0.4926140680171258,49,109,62,3,2
0,NPM,fix-dependency-layui-layer-1.0.3,5339,1248,0.003142974,0.005798741,0.002386502,0.004090387,0.009159893,0.019351863,0.006907952,0.010336162,0.006317901,0.00988352,0.002611277,0.007288867,23,0,2,72,33,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,4,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032713658,0.095759405,0.5783898247235197,0,0.2501361162189193,0.2323558283417799,0.9414280318460244,0.437880655,16874,508,0,205,2,0.087872731,0.1253351699315391,0.3609640474436811,0.2133284593062868,0.266246777,0.2512727150118417,0.7028195311147831,0.4926140680171258,15,16,11,2,0
0,NPM,flint-react-tools-0.13.11,141931,45652,0.000474601,0.005444646,0.000797767,0.000724663,0.004464171,0.013810316,0.002143184,0.00557414,0.001065647,0.021535961,0.001829285,0.00154224,62,1,24,242,137,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1574277404527496,0.1614804495622797,0.7783283537314114,0.2958363892911637,0.1063624155339044,0.1832974832124746,0.9056390622295664,0.2344977967946406,23776,11343,70,213,15,0.1092646809113018,0.1482868192628824,0.5306390622295665,0.2365559426892196,0.3338242570115146,0.2352827132725844,0.8920795639257109,0.5,56,25,43,5,1
0,NPM,flock-react-native-0.55.0,373748,115650,0.000517176,0.011093502,0.001351223,0.000303459,0.005224994,0.017872711,0.002844069,0.006779661,0.001130208,0.033626902,0.002539283,0.001311303,267,4,81,892,328,4,0,9,3,0,1,0,0,91,0,1,0,0,0,0,0,0,433,3,0,0,3,736,3,717,9,0,0,0,14,0,0,8,0,1,0,0,0,5,0,0,0,0,104,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1617275138995288,0.1604804837478357,0.79248125,0.2873178489188397,0.1350458520320097,0.1960712396030627,0.9763620978123274,0.2958363892911637,58487,16675,760,535,60,0.1190378858727943,0.1362147824293809,0.7016552422069562,0.2220903689111357,0.2601479053146175,0.2328857838128885,0.79248125,0.4854752972273343,101,234,119,6,4
0,NPM,flot-4.2.2,91109,22627,0.001748604,0.012562814,0.00237984,0.001940345,0.006454207,0.02093716,0.003330622,0.007017829,0.002722783,0.011631514,0.002738809,0.003573901,38,0,14,122,54,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069909417,0.1310392684112851,0.79248125,0,0.2496594819263927,0.262422353,0.9591479170272448,0.4591479170272448,40769,998,1,397,8,0.1268151669398108,0.1216896814217937,0.3609640474436811,0.2268581695934724,0.355567888,0.1981349597714926,0.5948659584103665,0.5,22,13,30,3,0
0,NPM,flow-rdf-vue-2.1.35,1485,561,0,0,0,0,0.003399578,0.005499794,0.002971227,0.005099367,0.002538183,0.004589662,0.002333219,0.003807274,43,0,0,103,52,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186176659,0.1370052901299475,0.4591479170272448,0.2717822215997982,0.1825070185435454,0.1372433932313091,0.5744174271404584,0.2832547532764526,92,82,0,0,0,0.086248644,0.1329664848493317,0.3609640474436811,0.2293047363464984,0.2307880205663949,0.2362566879509883,0.7474594241169754,0.4746712580187981,25,20,10,1,0
0,NPM,follow-redirects-1.15.1,2118,615,0.000108584,0.000434334,0.000217167,0.000108584,0.017004947,0.026315789,0.010433848,0.025809717,0.000325751,0.001303002,0.000651501,0.000325751,0,0,0,116,59,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1041930681367112,0.1382881127716808,0.4329283087286117,0.2344977967946406,0.081434922,0.1430488875259661,0.5783898247235197,0.1782108812693344,509,56,0,0,0,0.017847037,0.057813909,0.2344977967946406,0,0.1960160745558862,0.2046604516354605,0.5,0.3715331503489956,31,27,8,5,0
0,NPM,forever-monitor-3.0.3,2572,862,4.388178247800426e-05,0.000307172,0.0001161,0,0.006996374,0.00990099,0.002479485,0.008685091,0.000831641,0.002083333,0.000904598,0.001509365,1,0,0,151,77,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072415936,0.1273898140579909,0.5744174271404584,0.1856161633204378,0.1467954444269921,0.1866028494160925,0.8152957320921062,0.3011659862984436,720,57,0,1,0,0.02986109,0.079785823,0.2958363892911637,0,0.2835821727536908,0.19704686,0.612197223,0.4854752972273343,41,20,14,2,0
0,NPM,form-data-4.0.0,1638,513,0.00058326,0.001749781,0.001010237,0.000874891,0.009297729,0.011235955,0.002234741,0.010519938,0.006201238,0.016853933,0.009266896,0.009301857,1,0,0,209,68,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1028498276063421,0.1503418533579042,0.4527936308491301,0.2344977967946406,0.1450014189548364,0.1757630550677724,0.612197223,0.2737327783394933,435,30,0,0,0,0.06123421,0.1059308434122791,0.3420192178195208,0.1487361244596448,0.2110008719869142,0.2237393342473123,0.7302423406565557,0.4591479170272448,42,64,24,4,0
0,NPM,formidable-3.2.4,5032,1815,6.602035357514355e-05,0.000889152,0.000211446,0,0.006301956,0.017699115,0.003902574,0.008185708,0.001540914,0.009689922,0.002873613,0.001253575,10,0,0,216,99,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1032961367662304,0.1414822650244415,0.5478976275004669,0.2344977967946406,0.1654251204267922,0.2015056700837894,0.7652465283787412,0.2958363892911637,1265,137,0,2,0,0.094428931,0.1316899786687107,0.4955380299191111,0.2197484934607567,0.2204620344571793,0.2163610210958745,0.7772925846688998,0.4545223001742702,42,52,26,2,0
0,NPM,fraction.js-4.2.0,6357,1805,0.003257778,0.006662111,0.0029488,0.004137622,0.01261702,0.024256918,0.010082954,0.015639395,0.010179973,0.01111487,0.001567472,0.011084787,0,0,0,78,43,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065924048,0.1465086601081678,0.5,0,0.084025816,0.1553935418127351,0.5783898247235197,0,2305,115,0,0,0,0.013418364,0.047456665,0.1856161633204378,0,0.1761283028076022,0.2174259539508435,0.612197223,0.3996842305196186,25,18,2,6,0
0,NPM,framesync-6.1.0,1760,520,0,0,0,0,0.013259595,0.04010877,0.012281146,0.015272656,0.003247173,0.010197145,0.003292499,0.00388561,0,0,0,138,64,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098137459,0.1418621530160342,0.4315602842833155,0.2344977967946406,0.057828154,0.1412164559893396,0.5783898247235197,0,735,93,0,0,0,0.060674239,0.1166509349265237,0.4056390622295664,0,0.1892145306099423,0.2127630151068307,0.5,0.3957758108490109,34,34,2,3,0
0,NPM,fs-extra-10.1.0,6317,1767,1.55840150461571e-05,0.0001731,4.627979155103459e-05,0,0.008748453,0.021611002,0.004926091,0.011562241,0.000145904,0.001778305,0.00040407,0,11,0,4,136,67,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083001531,0.131566364,0.5306390622295665,0.2344977967946406,0.1324341861864302,0.1970811332793963,0.9363348190250748,0.2958363892911637,2349,274,0,7,2,0.05073419,0.1015095115267117,0.3096910973393819,0,0.1634086667782516,0.2143784442876891,0.5744174271404584,0.3833015548366237,27,51,14,1,0
0,NPM,fscreen-1.2.0,501,135,0.001659799,0.002836075,0.001191032,0.002143053,0.005841796,0.010471204,0.003238461,0.006871913,0.009958792,0.017016449,0.007146194,0.012858319,0,0,0,75,34,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044555777,0.09378577,0.3420192178195208,0,0.1935869997887526,0.1388529049179419,0.3935632931006345,0.3049201523582002,324,25,0,0,0,0.025306275,0.065683395,0.2197484934607567,0,0.1049823937645733,0.1656878608867489,0.5,0.3146246119280173,20,26,2,3,0
0,NPM,fuse.js-6.6.2,34377,10491,0.000861723,0.002030359,0.000569624,0.001275932,0.013951339,0.022897227,0.00707495,0.021647913,0.004413404,0.00768904,0.002235178,0.00657167,0,0,0,235,104,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1039606116881826,0.1637623283308909,0.8962406251802889,0.2516291673878228,0.1435045102806275,0.1895957271171388,0.6854752972273344,0.2958363892911637,16884,611,384,20,0,0.1165513429485186,0.1321709274232342,0.3609640474436811,0.2471212950310806,0.3002615071623051,0.2343690393929568,0.8804820237218406,0.5,46,40,39,3,0
0,NPM,fuzzy-0.1.3,589,144,0.000763942,0.000763942,0,0.000763942,0.007639419,0.007639419,0,0.007639419,0.002037179,0.002037179,0,0.002037179,0,0,0,92,46,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032941395,0.083442346,0.3420192178195208,0,0,0,0,0,137,2,0,0,0,0.01476927,0.055150932,0.2516291673878228,0,0.1873534009933107,0.2134769186409274,0.6428631086085254,0.3975201396922611,27,22,7,5,0
0,NPM,gatsby-1-config-extract-plugin-1.0.4-8,281,128,0,0,0,0,0.006571977,0.008733624,0.001872042,0.007112389,0,0,0,0,0,0,0,74,30,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2091312551300125,0.1340419683815469,0.3820570272770137,0.2717822215997982,0.1664547731382713,0.1612837446164506,0.4591479170272448,0.3062274203273273,24,28,0,2,0,0.076307166,0.1287245648736814,0.3609640474436811,0.132509751,0.2632700487732227,0.233243417,0.7883106100537456,0.4591479170272448,16,15,7,3,0
0,NPM,gatsby-admin-0.24.6,1654,659,0.000127771,0.00128082,0.000370297,0,0.005263712,0.009019166,0.003171876,0.007763689,0.00082458,0.008438819,0.002420506,8.005123278898494e-05,6,0,2,144,71,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1037100352807679,0.1467220598728891,0.6960736118322672,0.2344977967946406,0.1987745815733892,0.2024443104085919,0.6854752972273344,0.3712437847710618,539,85,0,5,2,0.1258223986357495,0.1236331365641709,0.3332891789974602,0.2344977967946406,0.3517721057790924,0.1861007505527721,0.5,0.4926140680171258,27,13,34,2,0
0,NPM,gatsby-image-3.11.0,2971,840,0.001640522,0.002445448,0.001138337,0.002042985,0.007359041,0.008773762,0.002000718,0.008066401,0.00100292,0.001253395,0.000354225,0.001128157,0,0,1,103,44,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1889814061452359,0.1804226718371551,0.6854752972273344,0.325011211,0.1515247286489528,0.1885223298787633,0.5548045221402143,0.3374739825049644,663,99,63,4,1,0.093505849,0.1324257763492625,0.3609640474436811,0.2387806394429361,0.2575219091552655,0.2106068146861081,0.679996246,0.4591479170272448,21,19,10,3,0
0,NPM,gatsby-plugin-countly-0.2.0,276,111,0,0,0,0,0.00583083,0.007613077,0.002520478,0.006721953,0.001346506,0.001349528,4.273444529980307e-06,0.001348017,0,0,0,77,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1390268429748575,0.1432853533109579,0.4591479170272448,0.2958363892911637,0.1321708358939632,0.1884428527868012,0.5968675526434017,0.2832547532764526,63,63,0,1,0,0.099574522,0.1642474681872588,0.5948659584103665,0.1746710089601597,0.2305812327122031,0.2225677474376737,0.7772925846688998,0.4323934896284056,15,17,5,3,1
0,NPM,gatsby-plugin-graphql-config-1.14.0,436,95,0,0,0,0,0.0029274,0.005854801,0.004139969,0.004391101,0.00058548,0.00117096,0.000827994,0.00087822,6,0,2,108,45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1146086360081482,0.1512553387596958,0.5783898247235197,0.2516291673878228,0.1246613489442997,0.1675467710779798,0.5,0.3177175054409237,140,43,0,0,0,0.077903913,0.1262777049889269,0.3609640474436811,0.1726623504096088,0.2400501917368324,0.2242029218269827,0.7863118319475819,0.4591479170272448,22,24,8,3,0
0,NPM,gatsby-plugin-guess-js-1.10.0,520,170,0.000612445,0.00244978,0.00122489,0.000612445,0.008729965,0.012738854,0.006002055,0.012645723,0.000649395,0.001959824,0.000923902,0.000968272,0,0,0,114,47,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1453848534371453,0.1586669124120931,0.6854752972273344,0.2717822215997982,0.095971514,0.1804788215794036,0.6854752972273344,0.097810891,129,20,2,1,0,0.075447125,0.1231848087218499,0.3609640474436811,0.1726623504096088,0.2068906478591855,0.2169958050272052,0.679996246,0.4056390622295664,22,32,9,3,0
0,NPM,gatsby-plugin-react-css-modules2-3.0.1,31,15,0,0,0,0,0.001243781,0.002487562,0.001758972,0.001865672,0,0,0,0,0,0,0,100,44,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1253025580466586,0.1300837332498068,0.325011211,0.2548919837017877,0.158507808,0.2501436879896682,0.6677920966863575,0.2124410649573395,10,4,0,1,0,0.093326686,0.1333558690190643,0.3609640474436811,0.2328917924185448,0.2222654456396914,0.2233420344581703,0.7772925846688998,0.4179463119885706,17,25,7,3,0
0,NPM,gatsby-plugin-sync-2.2.6,1355,414,0.000684792,0.004440685,0.001661406,0.000176429,0.007723852,0.014193548,0.00469836,0.01036349,0.001972661,0.007604563,0.002600568,0.001761931,0,0,0,133,52,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129192842,0.1634548993227567,0.6854752972273344,0.2344977967946406,0.1618532699412239,0.1914604184017502,0.7652465283787413,0.3304811675721043,325,64,13,2,0,0.076010978,0.1212676882801412,0.3609640474436811,0.1766796675107106,0.1967595081688335,0.2172666202201465,0.7474594241169754,0.4056390622295664,26,38,12,3,0
0,NPM,gatsby-source-gooten-1.1.12,3410,1378,0,0,0,0,0.004596872,0.009501188,0.003757251,0.007093771,0.000930605,0.002881844,0.001231548,0.002326784,2,0,3,95,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1445045421753571,0.1481768866976579,0.5783898247235197,0.2717822215997982,0.2376746309683397,0.2296040266626516,0.8763576394898525,0.4056390622295664,352,465,0,8,4,0.054164047,0.1117729138823062,0.3609640474436811,0,0.1849021694158542,0.2186494859607806,0.612197223,0.4250799787698782,19,30,6,2,0
0,NPM,gatsby-transformer-pdfimages-1.0.6-10,319,113,0.000836353,0.001672707,0.001182782,0.00125453,0.004739336,0.009478673,0.006702434,0.007109005,0.000557569,0.001115138,0.000788522,0.000836353,0,0,1,56,25,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1597789105361343,0.1905593689662539,0.6854752972273344,0.2717822215997982,0.08271457,0.138020131,0.4056390622295664,0.1827821494083171,96,20,16,0,0,0.019722426,0.073794561,0.2958363892911637,0,0.1845109004268341,0.2152886064210011,0.7883106100537456,0.3104238000576704,14,15,2,3,0
0,NPM,gatsby-transformer-react-docgen-imports-support-5.0.4,1404,525,0,0,0,0,0.0061057,0.013245033,0.004879395,0.008915445,0.000729798,0.002984085,0.001237281,0.001046025,1,0,2,111,48,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1289861837133103,0.1676092756835547,0.7772925846688998,0.2717822215997982,0.1216157866559736,0.1931787782221816,0.7441303581869336,0.2717822215997982,352,351,2,9,3,0.092930896,0.1314569077611743,0.3609640474436811,0.2165384763835217,0.2289930050421993,0.2173569658876731,0.679996246,0.47269973,22,23,9,3,0
