package_type,package_name,version,actual_label,MLP,NB,SVM
benign,my-awesome-qrcode,1.5.7,benign,benign,benign,benign
benign,@stdlib##stats-base-dists-bernoulli-ctor,0.2.2,benign,benign,benign,benign
benign,@draftbit##react-native-progress,3.6.2,benign,benign,benign,benign
benign,node-ember-cli-deploy-redis,1.0.1,benign,benign,benign,benign
benign,fast-array-of,2.0.1,benign,benign,benign,benign
benign,backpack-farm,1.1.3,benign,benign,benign,benign
benign,nano-css,5.6.2,benign,benign,benign,benign
benign,@metrika##chroma-js-light,2.4.2,benign,benign,benign,benign
benign,homebridge-velux-kfx210,1.0.1,benign,benign,benign,benign
benign,@jagra_##smart-order-router,3.26.0-1,benign,benign,benign,benign
benign,ikigai-reviews-weight-loss-capsule,1.0.0,benign,benign,benign,benign
benign,thumbstick,0.8.1,benign,benign,benign,benign
benign,erfan-zoom-view,0.2.0,benign,benign,benign,benign
benign,angular-material-styles,1.1.21,benign,benign,benign,benign
benign,less-mixins,1.0.0,benign,benign,benign,benign
benign,grunt-stubcell,0.7.0,benign,benign,benign,benign
benign,@graphai##openai_fetch_agent,0.2.2,benign,benign,benign,benign
benign,holdcirclejs,1.0.3,benign,benign,benign,benign
benign,jot-timepicker,0.0.4,benign,benign,benign,benign
benign,lucas-silbernagel-react-canvas-draw,1.2.5,benign,benign,benign,benign
benign,rspress-plugin-sitemap,1.1.1,benign,benign,benign,benign
benign,cl-bullets,0.0.3,benign,benign,benign,benign
benign,solidity-fixed-point-arithmetic,1.0.1,benign,benign,benign,benign
benign,stream-engine-player,0.0.32,benign,benign,benign,benign
benign,google-analytics-embed-react,0.0.3,benign,benign,benign,benign
benign,quese,1.1.7,benign,benign,benign,benign
benign,@locomotivemtl##postcss-helpers-functions,1.0.2,benign,benign,benign,benign
benign,color2array,1.0.2,benign,benign,benign,benign
benign,jdf2e-watermark,1.0.2,benign,benign,benign,benign
benign,react-responsive-image-zoom,1.0.1,benign,benign,benign,benign
benign,split-cmd,1.1.0,benign,benign,benign,benign
benign,grunt-ver,0.5.3,benign,benign,benign,benign
benign,grunt-jsdoc-update,0.0.3,benign,benign,benign,benign
benign,@echosgraphiques##ui-components,2.0.2,benign,benign,benign,benign
benign,@omnedia##ngx-gridpattern,2.0.0,benign,benign,benign,benign
benign,binary-fuse-filter,1.0.0,benign,benign,benign,benign
benign,cheeseburger-menu,0.0.14,benign,benign,benign,benign
benign,ngx-intersect-observer,3.0.1,benign,benign,benign,benign
benign,@igloo_cloud##material-ui-color-sliders,1.0.9,benign,benign,benign,benign
benign,grunt-file-creator,0.1.3,benign,benign,benign,benign
benign,grunt-iconic-doc,0.0.2,benign,benign,benign,benign
benign,kerassentials-reviews-pqvjl,2.0.7,benign,benign,benign,benign
benign,order-array-of-objects-by-other-array-and-keyname,1.0.1,benign,benign,benign,benign
benign,bootstrap-touch-carousel,0.8.0,benign,benign,benign,benign
benign,viewbox-query-planner,1.0.1,benign,benign,benign,benign
benign,xterm-benchmark,0.3.1,benign,benign,benign,benign
benign,ultra-calc,2.1.4,benign,benign,benign,benign
benign,@stdlib##math-base-special-ellipj,0.3.2,benign,benign,benign,benign
benign,categorical-distribution,6.2.0,benign,benign,benign,benign
benign,vite-pages-theme-basic,3.1.4,benign,benign,benign,benign
benign,@vrpjs0.5##server,1.0.8,benign,benign,benign,benign
benign,@goldencomm##tailwind-plugin-grid,1.0.1,benign,benign,benign,benign
benign,@beal2912##smart-order-router,3.35.12,benign,benign,benign,benign
benign,hdpdriver.js,0.1.2,benign,benign,benign,benign
benign,@strong-roots-capital##deep-float-equal,2.0.2,benign,benign,benign,benign
benign,trigonometry-ts,1.0.1,benign,benign,benign,benign
benign,is-css-color,1.0.0,benign,benign,benign,benign
benign,waterify,2.0.3,benign,benign,benign,benign
benign,nearest-segment,0.0.2,benign,benign,benign,benign
benign,@geeeger##lang,2.0.7,benign,benign,benign,benign
benign,lisk-cmd,0.4.6,benign,benign,benign,benign
benign,@panutat##react-kinetica-graph-viz,1.0.13,benign,benign,malicious,benign
benign,unocss-preset-alloc,0.65.2,benign,benign,benign,benign
benign,line-chart,2.0.4,benign,benign,benign,benign
benign,pure-js-accordion,1.0.3,benign,benign,benign,benign
benign,rrreact-native-months-years-selector,8.3.1,benign,benign,benign,benign
benign,thread,0.0.2,benign,benign,benign,benign
benign,dev-eye,1.0.18,benign,benign,benign,benign
benign,@crob##damerau-levenshtein,1.0.1,benign,benign,benign,benign
benign,@anzerr##read.estimate,1.0.8,benign,benign,benign,benign
benign,ngux-caraousel,0.0.1,benign,benign,benign,benign
benign,happy-hemp-cbd-gummies-exclusive-offer-use-and-result,1.0.0,benign,benign,benign,benign
benign,xy-postcss-px-to-viewport,2.0.1,benign,benign,benign,benign
benign,broccoli-es6-concat,0.0.4,benign,benign,benign,benign
benign,leaflet.markercluster.sales,1.10.0,benign,malicious,benign,benign
benign,fs-iconslk,0.3.2,benign,benign,benign,benign
benign,grunt-package,0.1.3,benign,benign,benign,benign
benign,irc-networks,1.0.1,benign,benign,benign,benign
benign,@datalith##dotmap,0.12.1,benign,benign,benign,benign
benign,@dering-hall##dh-theme,0.3.7,benign,benign,benign,benign
benign,vid-slider,0.0.1,benign,benign,benign,benign
benign,@wocss##tools-custom-border,2.0.3,benign,benign,benign,benign
benign,grunt-aws,0.7.1,benign,benign,benign,benign
benign,grunt-bower-concat,1.0.0,benign,benign,benign,benign
benign,@crocswap-libs##blast-points-client,2.0.2,benign,benign,benign,benign
benign,@tepez##joi-misc-extensions,1.6.0,benign,benign,benign,benign
benign,@extra-array##shuffle-update,2.3.2,benign,benign,benign,benign
benign,@ssv##ngx.tilt,0.1.2,benign,benign,benign,benign
benign,@manufosela##element-card,2.3.9,benign,benign,benign,benign
benign,ab-testing,3.1.8,benign,benign,benign,benign
benign,ty-node-etcd,5.0.3,benign,benign,benign,benign
benign,recora,0.0.2,benign,benign,benign,benign
benign,smove,1.1.5,benign,benign,benign,benign
benign,synapses,8.0.2,benign,benign,benign,benign
benign,the-only-one-pack-to-draw-light,1.0.5,benign,benign,benign,benign
benign,alfred-mdn-cn,2.0.1,benign,malicious,malicious,malicious
benign,pentatrion-lib,0.3.10,benign,benign,benign,benign
benign,behaveplus-fuel-chaparral,0.1.0,benign,benign,benign,benign
benign,@stdlib##random-base-geometric,0.2.1,benign,benign,benign,benign
benign,icomoon-helper,0.0.2,benign,benign,benign,benign
benign,primitive-capsule,3.0.1,benign,benign,benign,benign
benign,@aaran1337##smart-order-router-test,0.0.17,benign,benign,benign,benign
benign,svelte-refresh-indicator,0.1.0,benign,benign,benign,benign
benign,grunt-particles-linker,0.1.3,benign,benign,benign,benign
benign,@pooltogether##tightbeam,1.0.12,benign,benign,benign,benign
benign,buy-kerassentials-reviews-big-discount-rlhwe,2.0.7,benign,benign,benign,benign
benign,recommendify,1.0.8,benign,benign,benign,benign
benign,js-pinch-zoom,0.1.0,benign,benign,benign,benign
benign,bubble-bass,1.1.0,benign,benign,benign,benign
benign,data-file,0.0.1,benign,benign,benign,benign
benign,@visdauas##graphology-layout-forceatlas2,0.8.1,benign,benign,benign,benign
benign,react-pan-and-zoom-hoc,2.1.8,benign,benign,benign,benign
benign,wikistats-random-quotes-cli,1.4.0,benign,benign,benign,benign
benign,@microlib##try,2.1.0,benign,benign,benign,benign
benign,ihm-watermark,1.0.3,benign,benign,benign,benign
benign,@murui##chemical,0.1.12,benign,benign,benign,benign
benign,backport-0.4,0.4.11-1,benign,benign,benign,benign
benign,js-obfuscator-cli,1.0.1,benign,benign,benign,benign
benign,react-native-android-seekbar,0.0.2,benign,benign,benign,benign
benign,yu-img-upload,1.0.36,benign,benign,benign,benign
benign,blinktjs,0.8.1,benign,benign,benign,benign
benign,@sakuraapp##player,1.0.8,benign,benign,benign,benign
benign,leaflet.awesome-markers-alarm,3.2.0,benign,benign,benign,benign
benign,z82ocn,1.2.1,benign,benign,benign,benign
benign,react-native-viewpager-fork,0.2.14,benign,benign,benign,benign
benign,@hint##hint-scoped-svg-styles,1.3.28,benign,benign,benign,benign
benign,float-calculator,1.1.0,benign,benign,benign,benign
benign,@wyai##annotation,0.0.2,benign,benign,benign,benign
benign,react-native-awesome-card,1.0.9,benign,benign,benign,benign
benign,@svgdotjs##svg.topoly.js,1.0.3,benign,benign,benign,benign
benign,dchart-line-with-point-area,0.5.0,benign,benign,benign,benign
benign,grunt-webfont-node-twelve,1.0.0,benign,benign,benign,benign
benign,trzimg,0.1.4,benign,benign,benign,benign
benign,sweedish-rounding,1.0.1,benign,benign,benign,benign
benign,grunt-imgo,0.1.1,benign,benign,benign,benign
benign,warlock-bass,1.0.0,benign,benign,benign,benign
benign,@raminjafary##vidar,1.1.0,benign,benign,benign,benign
benign,@ircam##sc-signal,1.2.0,benign,benign,benign,benign
benign,css-expression,0.0.8,benign,benign,benign,benign
benign,@oneisland##mesh-exporter,0.0.2,benign,benign,benign,benign
benign,isq,0.55.0,benign,benign,benign,benign
benign,core-js-builder,3.41.0,benign,benign,benign,benign
benign,remark-dropcap,0.1.7,benign,benign,benign,benign
benign,ionic-cal2,1.0.3,benign,benign,benign,benign
benign,mcolor,0.0.14,benign,benign,benign,benign
benign,@platmac##node-red-pdfbuilder,1.1.0,benign,benign,benign,benign
benign,@dillyus##nwjs-builder-phoenix,1.15.0,benign,benign,benign,benign
benign,@infinitered##react-native-mlkit-image-labeling,3.1.0,benign,benign,benign,benign
benign,array-blur,1.2.1,benign,benign,benign,benign
benign,mesh-normals,1.0.0,benign,benign,benign,benign
benign,buy-kerassentials-with-discount-us-uk-tkpus,2.0.7,benign,benign,benign,benign
benign,@ebondioli##one-scroll,0.0.11,benign,benign,benign,benign
benign,git-imagereduce,0.0.2,benign,benign,benign,benign
benign,@kitce##react-use-fadeout-scroll,2.1.1,benign,benign,benign,benign
benign,color-lighten-tool,1.0.2,benign,benign,benign,benign
benign,edje,2.4.0,benign,benign,benign,benign
benign,marching-cubes-fast,0.0.172,benign,benign,benign,benign
benign,pcalcjs,1.0.0,benign,benign,benign,benign
benign,ipld-explorer-cli,0.14.2,benign,benign,benign,benign
benign,libsql-vector,1.0.0,benign,benign,benign,benign
benign,grunt-phpdcd,0.1.0,benign,benign,benign,benign
benign,@valor_yang##v-perfect-signature,0.0.3,benign,benign,benign,benign
benign,bson-ton,0.0.1,benign,benign,benign,benign
benign,vue-swiper-view,1.0.4,benign,benign,benign,benign
benign,less-refactor,0.0.2,benign,malicious,benign,benign
benign,dotstar,1.0.0,benign,benign,benign,benign
benign,bbframe,0.0.4,benign,benign,benign,benign
benign,@agrora##decimal,0.2.1,benign,benign,benign,benign
benign,@bam.tech##react-native-root-siblings,2.0.3,benign,benign,benign,benign
benign,interactive-map-library,1.1.1,benign,benign,benign,benign
benign,graphql-normalizr,2.10.3,benign,benign,benign,benign
benign,@axetroy##react-chart.js,0.2.0,benign,benign,benign,benign
benign,aframe-colorwheel-component,1.2.1,benign,benign,benign,benign
benign,grunt-jsonschema-faker,0.3.1,benign,benign,benign,benign
benign,lm-datepicker,0.2.1,benign,benign,benign,benign
benign,tracks-js,1.3.5,benign,benign,benign,benign
benign,react-native-pdf-view-meifacil,0.4.1,benign,benign,benign,benign
benign,@azleur##rect,0.1.5,benign,benign,benign,benign
benign,@blue080##autodll-webpack-plugin,0.4.2,benign,benign,benign,benign
benign,lucify-refugees,1.0.10,benign,benign,benign,benign
benign,content-gorilla-2.0-content-writing-tool,1.0.0,benign,benign,benign,benign
benign,@datalith##gridmap,0.12.1,benign,benign,benign,benign
benign,pimatic-volkszaehler,0.3.1,benign,benign,benign,benign
benign,@yuheiy##lake.js,0.0.2,benign,benign,benign,benign
benign,vue-pie,0.1.0,benign,benign,benign,benign
benign,recorder,0.0.1,benign,benign,benign,benign
benign,mqp-api,0.7.1,benign,benign,benign,benign
benign,slider-verify,1.1.2,benign,benign,benign,benign
benign,vue-sketch-color-picker,1.3.2,benign,benign,benign,benign
benign,@stdlib##math-base-special-fast-atanh,0.3.0,benign,benign,benign,benign
benign,@noda-ui##pay,1.1.29,benign,benign,benign,benign
benign,ryan-music-player,1.0.7,benign,benign,benign,benign
benign,@ryancavanaugh##grunt,0.4.4-alpha,benign,benign,benign,benign
benign,@girs##wp-0.4,0.4.0-4.0.0-beta.23,benign,benign,benign,benign
benign,react-calendar-timeline-fleetonomy,0.0.6,benign,benign,benign,benign
benign,ssh2-extra-ciphers,0.5.7,benign,benign,benign,benign
benign,@coddicat##vue-pinch-scroll-zoom,4.7.1,benign,benign,benign,benign
benign,@hugov##correl-range,0.11.0,benign,benign,benign,benign
benign,jas-cesium-libs,0.0.3,benign,benign,benign,benign
benign,grunt-jsx,0.1.8,benign,benign,benign,benign
benign,snapdrag-beta,0.7.16,benign,benign,benign,benign
benign,@gurinder##vue-loading-bars,1.0.4,benign,benign,benign,benign
benign,fft-windowing-ts,0.2.7,benign,benign,benign,benign
benign,@roseline124##react-native-progress-bar,1.0.2,benign,benign,benign,benign
benign,myshades,1.1.0,benign,benign,benign,benign
benign,teti,5.1.0,benign,benign,benign,benign
benign,grunt-hockeyapp-puck,0.4.0,benign,benign,benign,benign
benign,@stdlib##stats-base-dists-cosine-quantile,0.2.2,benign,benign,benign,benign
benign,@xotic750##color,1.1.3,benign,benign,benign,benign
benign,thermal-analysis-javascript,1.0.3,benign,benign,benign,benign
benign,@jeisses##tools.cli,0.4.2-2,benign,benign,benign,benign
benign,genometojson,1.1.0,benign,benign,benign,benign
benign,@livechat##saga-utils,0.1.0,benign,benign,benign,benign
benign,ebisu-halflife-interval,1.0.1,benign,benign,benign,benign
benign,postcss-plugin-rpx2vw,1.0.0,benign,benign,benign,benign
benign,simple-color-hash,1.0.2,benign,benign,benign,benign
benign,@pencil.js##knob,1.18.0,benign,benign,benign,benign
benign,@brian-dausman##aog-widget,1.0.17,benign,benign,benign,benign
benign,@subasshrestha##warp-smart-order-router-test,1.0.9,benign,benign,benign,benign
benign,mapbox-gl-arcgis-featureserver,0.0.8,benign,benign,benign,benign
benign,ts-envs,1.3.6,benign,benign,benign,benign
benign,keyframe-resample,0.1.0,benign,benign,benign,benign
benign,kerassentials-official-website-guorh,2.0.7,benign,benign,benign,benign
benign,react-native-visibility-aware-view,0.4.1,benign,benign,benign,benign
benign,@stdlib##blas-base-dznrm2,0.1.0,benign,benign,benign,benign
benign,jsbayes,0.1.0,benign,benign,benign,benign
benign,yako,0.5.5,benign,benign,benign,benign
benign,jo-wechat4u,0.0.9,benign,benign,benign,benign
benign,@ndn##tlv,0.0.20250307,benign,benign,benign,benign
benign,@svgdotjs##svg.panzoom.js,2.1.2,benign,benign,benign,benign
benign,erasable-pkg,1.0.5,benign,benign,benign,benign
benign,@deboxsoft##logger,1.0.1,benign,benign,benign,benign
benign,triangulator2,1.0.1,benign,benign,benign,benign
benign,6-pack-keto-acv-gummies-reviews,1.0.0,benign,benign,benign,benign
benign,vue-lazy-picture,3.0.7,benign,benign,benign,benign
benign,emellib,0.0.16,benign,benign,benign,benign
benign,metaplay,0.3.6,benign,benign,benign,benign
benign,@ryancavanaugh##sockjs-node,0.3.13-alpha,benign,benign,benign,benign
benign,react-native-accordion-only-reanimated,1.1.0,benign,benign,benign,benign
benign,vm-guard,1.1.20,benign,benign,benign,benign
benign,grunt-ngdocs-is,0.3.2,benign,benign,benign,benign
benign,energize.js,0.1.12,benign,malicious,benign,benign
benign,paralleldots,3.2.6,benign,benign,benign,benign
benign,postcss-unprefixed,0.0.2,benign,benign,benign,benign
benign,@ib-hooks##use-fade-in,1.0.1,benign,benign,benign,benign
benign,rollup-plugin-postcss2,1.0.0,benign,benign,benign,benign
benign,@positionex##swap,2.5.9-alpha.82,benign,benign,benign,benign
benign,max-react-calendar-timeline,0.20.5,benign,benign,benign,benign
benign,humidex,1.0.3,benign,benign,benign,benign
benign,transparency-drawing,1.1.4,benign,benign,benign,benign
benign,react-native-realtimeblurview,1.1.3,benign,benign,benign,benign
benign,simpleheat-gradient-opacity,0.1.1,benign,benign,benign,benign
benign,@stephanullmann##transition-carousel,0.1.0,benign,benign,benign,benign
benign,react-collapsable,1.0.4,benign,benign,benign,benign
benign,@scrypt-inc##bsv,1.0.5,benign,benign,benign,benign
benign,@bianic-ui##clickable,0.1.0-alpha.2,benign,benign,benign,benign
benign,simplevectorsjs,1.3.2,benign,benign,benign,benign
benign,mapbox-gl-animated-popup,0.4.0,benign,benign,benign,benign
benign,generator-delite-element,0.4.0,benign,benign,benign,benign
benign,driverstation,0.6.1,benign,benign,benign,benign
benign,@vdegenne##type-writer,0.2.0,benign,benign,benign,benign
benign,@zerox-dg##grunt-electron-installer-flatpak,0.5.0,benign,benign,benign,benign
benign,react-file-viewer-plus,0.1.2,benign,benign,benign,benign
benign,three-extruded-image,0.0.9,benign,malicious,malicious,malicious
benign,hyper-transparent-vibrancy,1.0.5,benign,benign,benign,benign
benign,@d1testflare##analytics-engine,2.9.0,benign,benign,benign,benign
benign,waawhitenoisenode,0.1.0,benign,benign,benign,benign
benign,@oom##scroll-styles,0.2.1,benign,benign,benign,benign
benign,@songkick##stylelint-config-songkick,1.0.0,benign,benign,benign,benign
benign,lsh-index,1.0.1,benign,benign,benign,benign
benign,npm-es-modules-1-naive,0.0.2,benign,benign,benign,benign
benign,@christian-martins##react-cursor-follow,2.0.0,benign,benign,benign,benign
benign,streaming-availability,4.4.0,benign,benign,benign,benign
benign,@enesbaspinar##money,3.0.0,benign,benign,benign,benign
benign,jsmind-simbiotico,0.5.6,benign,benign,benign,benign
benign,@suzubara##react-file-viewer,2.0.0,benign,benign,benign,benign
benign,react-block-highlight,1.0.6,benign,benign,benign,benign
benign,grunt-compass-compiler,0.1.0,benign,benign,benign,benign
benign,slate-hogan,0.0.1,benign,benign,benign,benign
benign,postcss-color-hcl,0.0.5,benign,benign,benign,benign
benign,vue-common-directive,0.1.1,benign,benign,benign,benign
benign,@mojito-inc##secondary-market,1.0.3-beta.201,benign,benign,benign,benign
benign,iohook-openb3,0.6.5,benign,benign,malicious,malicious
benign,grunt-copy-mate,0.1.4,benign,benign,benign,benign
benign,react-viewer-pan-zoom,0.8.2,benign,benign,benign,benign
benign,functional-node,1.0.2,benign,benign,benign,benign
benign,zhf.str-get-num,1.0.0,benign,benign,benign,benign
benign,@nsfwspy##browser,1.2.0,benign,benign,benign,benign
benign,@pluscubed##superlogin-client,0.7.3,benign,benign,benign,benign
benign,quark2d,3.0.1,benign,benign,benign,benign
benign,@kkan0615##vue-video-player,0.0.5-1,benign,benign,malicious,benign
benign,speakertts,1.0.3,benign,benign,benign,benign
benign,cardib4cli,2.3.1,benign,benign,benign,benign
benign,tinytinycolor,0.0.4,benign,benign,benign,benign
benign,grunt-espresso,1.5.0,benign,benign,benign,benign
benign,js-simple-swiper,1.1.6,benign,benign,benign,benign
benign,interval-tree-1d,1.0.4,benign,benign,benign,benign
benign,sajari-website,0.12.0,benign,malicious,benign,benign
benign,utils-math,1.0.1,benign,benign,benign,benign
benign,deg-to-turn-cli,1.0.1,benign,benign,benign,benign
benign,vue3_jspreadsheet,0.5.2,benign,benign,benign,benign
benign,@michaelkoelewijn##scrollanimate,1.0.1,benign,benign,benign,benign
benign,node-record-lpcm16-v2,1.0.6,benign,benign,benign,benign
benign,ember-islands,1.5.1,benign,benign,benign,benign
benign,@sensecare##forest-plot-series-chart,1.0.3,benign,benign,benign,benign
benign,grunt-shower-markdown,0.2.0,benign,benign,benign,benign
benign,@skp-wpteam##json-dsl-parser,0.0.14,benign,benign,benign,benign
benign,mat-page-block,1.0.1,benign,benign,benign,benign
benign,@jbaczuk##c-lightning-rpc,1.0.1,benign,benign,benign,benign
benign,tsneez,0.9.3,benign,malicious,benign,benign
benign,worldconstitutionbyvishnoobhagwanpdffree_hot__1g69x,1.0.0,benign,benign,benign,benign
benign,transitionjs,0.0.7,benign,benign,benign,benign
benign,@benwiz##boba.wasm,1.0.6,benign,benign,benign,benign
benign,vatcode-validator,1.1.0,benign,benign,benign,benign
benign,grunt-elm,2.0.0,benign,benign,benign,benign
benign,@charlesstover##hsl2rgb,1.0.4,benign,benign,benign,benign
benign,dchart-force-image-with-pie,0.0.5,benign,benign,benign,benign
benign,@elizaos##plugin-suno,0.25.6-alpha.1,benign,benign,benign,benign
benign,@girs##gepub-0.5,0.5.0-4.0.0-beta.23,benign,benign,benign,benign
benign,leafer-x-spine,1.0.3,benign,benign,benign,benign
benign,tap-point,0.0.14,benign,benign,benign,benign
benign,homebridge-circadian-hue,0.9.1,benign,benign,benign,benign
benign,@lucoadam1##smart-order-router,3.11.12,benign,benign,benign,benign
benign,only-comp-boxs,1.0.1,benign,benign,benign,benign
benign,@axel669##zephyr,0.5.4,benign,benign,benign,benign
benign,node-irf,0.2.3,benign,benign,benign,benign
benign,react-native-regions-overlay,1.0.2,benign,benign,benign,benign
benign,@os-design-mobile##use-load-next,1.0.50,benign,benign,benign,benign
benign,postcss-fluid-sizing-function,0.0.3,benign,benign,benign,benign
benign,jasmine-marbles,0.9.2,benign,benign,benign,benign
benign,@onereach##styles,25.3.0,benign,benign,benign,benign
benign,@lovata##url-generation,1.0.0,benign,benign,benign,benign
benign,conflux-internal-contracts,0.2.3,benign,benign,benign,benign
benign,fuzz-js,0.0.14,benign,benign,benign,benign
benign,@xiaofei.wang##float.js,1.0.7,benign,benign,benign,benign
benign,splashr,0.3.0,benign,benign,benign,benign
benign,@wunsz-4soft##smart-order-router,3.25.1-main.4,benign,benign,benign,benign
benign,scroll-mobile,1.0.4,benign,benign,benign,benign
benign,@afzalimdad9##overlay-navbar,1.1.0,benign,benign,benign,benign
benign,@girs##grl-0.3,0.3.0-4.0.0-beta.23,benign,benign,benign,benign
benign,apostrophe-replace-original-with-full,2.0.3,benign,benign,benign,benign
benign,puffin.js,1.1.0,benign,benign,benign,benign
benign,grunt-jade-php,0.1.0,benign,benign,benign,benign
benign,@guptasiddhant##theme-manager-js,1.0.0-ALPHA.2,benign,benign,benign,benign
benign,gdxts-beam-renderer,0.1.1,benign,benign,benign,benign
benign,@stdlib##stats-base-dists-negative-binomial-ctor,0.1.1,benign,benign,benign,benign
benign,louison-react-modal,1.3.0,benign,benign,benign,benign
benign,grunt-contrib-cssmin-pre-2.1.0,0.7.2,benign,benign,benign,benign
benign,@steerprotocol##stryke-api-client,1.0.0,benign,benign,benign,benign
benign,@lancedb##lancedb,0.18.2,benign,benign,benign,benign
benign,looop.js,0.5.0,benign,benign,benign,benign
benign,stream-jaccard,0.0.1,benign,benign,benign,benign
benign,waterfalljs-layout,0.1.0,benign,benign,benign,benign
benign,canvas-compare,3.0.0,benign,benign,benign,benign
benign,@ruananqing##unequal-probability-random,1.0.4,benign,malicious,benign,benign
benign,@echobotica##database,1.0.2,benign,benign,benign,benign
benign,node-red-node-pisrf,0.4.0,benign,benign,benign,benign
benign,@inuscript##to-zok,2.0.1,benign,benign,benign,benign
benign,@morgs32##firebase-rules-snapshot,2.8.5,benign,benign,benign,benign
benign,@ryancavanaugh##jquery.timepicker,0.3.14-alpha,benign,benign,benign,benign
benign,express-coffee,0.0.9,benign,benign,benign,benign
benign,whos-pomelo-node-client-websocket,0.1.0,benign,benign,benign,benign
benign,@sdgluck##fullpage-react,2.0.3,benign,benign,benign,benign
benign,lottery-react-npm,0.0.2,benign,benign,benign,benign
benign,node-red-contrib-komfovent,0.4.0-rc.1,benign,benign,benign,benign
benign,homebridge-mi-aqara-repairmac,0.8.6,benign,benign,benign,benign
benign,vue-text-loader,1.0.1,benign,benign,benign,benign
benign,content-disposition-attachment,0.3.1,benign,benign,benign,benign
benign,@sil##scroll-menu,1.0.1,benign,benign,benign,benign
benign,react-file-viewer-extended,2.1.0,benign,benign,benign,benign
benign,totorox,0.1.0,benign,benign,benign,benign
benign,eslint-config-manzdev,0.0.8,benign,benign,benign,benign
benign,browser-compress-image,1.0.2,benign,benign,benign,benign
benign,blast-mainnet-smart-order-router-25,3.20.0,benign,benign,benign,benign
benign,random-crack,1.0.0,benign,benign,benign,benign
benign,mathjax-mhchem,3.3.2,benign,benign,benign,benign
benign,redux-code,0.23.3,benign,benign,benign,benign
benign,skava-handlebars-compiler,0.1.0,benign,benign,benign,benign
benign,skyway-peerjs-electron,0.3.14,benign,benign,benign,benign
benign,dowload_ebok_the_amazing_history_of_england_children_s_book_w_by_charles_dickens_3kxjg,2.0.4,benign,benign,benign,benign
benign,@graphai##gemini_agent,1.0.1,benign,benign,benign,benign
benign,metalsmith-mount,0.3.1,benign,benign,benign,benign
benign,llquantize,0.0.6,benign,benign,benign,benign
benign,wobbler,1.0.0,benign,benign,benign,benign
benign,emotion-rgba,0.0.12,benign,benign,benign,benign
benign,iobroker.vis-beta,0.14.1,benign,benign,malicious,malicious
benign,@eisberg-labs##use-google-charts,4.0.2,benign,benign,benign,benign
benign,@kunukn##fuzzytoggle,0.0.5,benign,benign,benign,benign
benign,@hemantgogia09##react-file-viewer,1.2.3,benign,benign,benign,benign
benign,edmf-core,2.0.2-ts,benign,benign,benign,benign
benign,@reearth##cesium-mvt-imagery-provider,1.6.0,benign,benign,benign,benign
benign,@saros-finance##sdk,2.4.0,benign,benign,benign,benign
benign,vue-navbar-component,1.1.2,benign,benign,benign,benign
benign,gb-overlay,1.0.2,benign,benign,benign,benign
benign,linxl-ui,0.1.3,benign,benign,benign,benign
benign,@cckim##k-means,1.0.3,benign,benign,benign,benign
benign,wasabi-smart-router,0.1.3,benign,benign,benign,benign
benign,flipbook-vue2,1.0.2,benign,benign,benign,benign
benign,solidity-bytes-utils,0.8.3,benign,benign,benign,benign
benign,@ristostevcev##bs-odoc,2.2.1,benign,benign,benign,benign
benign,dddl,0.2.1,benign,benign,benign,benign
benign,bihisankey,1.0.3,benign,benign,benign,benign
benign,kni,3.0.3,benign,benign,benign,benign
benign,@antv##d3-interpolate,1.0.3,benign,benign,benign,benign
benign,@siteslave##agx-typeahead,0.1.8,benign,benign,benign,benign
benign,@pmuir##parse-prometheus-text-format,1.2.16,benign,benign,benign,benign
benign,kua_ui,0.0.2,benign,benign,benign,benign
benign,safe-decimals,1.0.0,benign,benign,benign,benign
benign,aai-osp-websdk,0.0.8,benign,benign,benign,benign
benign,dog-names,3.0.1,benign,benign,benign,benign
benign,ftl-tx,0.16.0,benign,benign,benign,benign
benign,color-converter-qwynbleid,1.0.2,benign,benign,benign,benign
benign,ml-array-normed,1.3.7,benign,benign,benign,benign
benign,dm5-websocket,0.5.0,benign,benign,benign,benign
benign,react-native-events-calendar,1.0.8,benign,benign,benign,benign
benign,grunt-usemin-baked,0.1.10,benign,benign,benign,benign
benign,ngxpixi,0.0.3,benign,benign,benign,benign
benign,@loadingio##cubic,0.0.4,benign,benign,benign,benign
benign,@modelcontextprotocol##server-everything,2025.4.8,benign,benign,benign,benign
benign,react-native-progress-advance,3.5.1,benign,benign,benign,benign
benign,logrange,1.1.0,benign,benign,benign,benign
benign,round-preserving-sum,0.1.0,benign,benign,benign,benign
benign,@vizabi##shared-components,1.49.0,benign,benign,benign,benign
benign,@redplc##node-red-rpi-ds18b20,2.0.4,benign,benign,benign,benign
benign,calmwell-cbd-gummies-reviews,1.0.0,benign,benign,benign,benign
benign,@corollarium##babylon-boids,1.0.2,benign,benign,benign,benign
benign,liron-hacksum,1.0.0,benign,benign,benign,benign
benign,an-array-of-italian-words,1.2.0,benign,benign,benign,benign
benign,ng-magnizoom,1.4.0,benign,benign,benign,benign
benign,@safer-sh##mcp,0.1.2,benign,benign,benign,benign
benign,finse,1.5.8,benign,benign,benign,benign
benign,react-draggable-tree,0.7.0,benign,benign,benign,benign
benign,hyper-hypest,1.3.0,benign,benign,benign,benign
benign,@benlau##tech-radar,0.1.0,benign,benign,benign,benign
