package_id,package_name,version,classification
arm-lock-99.10.9,arm-lock,99.10.9,Command Execution
plugin-enterprise-rest-99.10.9,plugin-enterprise-rest,99.10.9,Command Execution
angslarjs-1.1.4,angslarjs,1.1.4,Data Exfiltration
angslarjs-1.1.2,angslarjs,1.1.2,Data Exfiltration
angslarjs-8.7.6,angslarjs,8.7.6,Command Execution
plugin-syntax-bigint-99.10.9,plugin-syntax-bigint,99.10.9,Data Exfiltration
oss-site-jekyll-theme-99.10.10,oss-site-jekyll-theme,99.10.10,Data Exfiltration
@sxmp##logging-0.100.10,@sxmp##logging,0.100.10,Data Exfiltration
eslint-config-games-5.4.3,eslint-config-games,5.4.3,Data Exfiltration
pupeteer-record-1.0.7,pupeteer-record,1.0.7,Command Execution
kubernetestest-99.10.9,kubernetestest,99.10.9,Command Execution
vazgarules-1.0.9,vazgarules,1.0.9,Data Exfiltration
pg-styles-1.0.35,pg-styles,1.0.35,Command Execution
plugin-transform-react-jsx-self-99.10.9,plugin-transform-react-jsx-self,99.10.9,Data Exfiltration
ssc-ui-vue-pro-8.5.7,ssc-ui-vue-pro,8.5.7,Data Exfiltration
sap-accept-0.0.2,sap-accept,0.0.2,Data Exfiltration
buoyant-utils-1.0.0,buoyant-utils,1.0.0,Data Exfiltration
new-contracts-9.9.3,new-contracts,9.9.3,Data Exfiltration
byted-guide-99.3.5,byted-guide,99.3.5,Data Exfiltration
eslint-config-sunset-nodejs-10.4.6,eslint-config-sunset-nodejs,10.4.6,Command Execution
pupeteer-recorder-1.0.7,pupeteer-recorder,1.0.7,Command Execution
@realty-front##eslint-plugin-1.13.2,@realty-front##eslint-plugin,1.13.2,Data Exfiltration
@realty-front##eslint-plugin-1.0.0,@realty-front##eslint-plugin,1.0.0,Data Exfiltration
@realty-front##eslint-plugin-1.0.1,@realty-front##eslint-plugin,1.0.1,Data Exfiltration
@realty-front##eslint-plugin-1.13.1,@realty-front##eslint-plugin,1.13.1,Data Exfiltration
seller-webchat-build-sdk-6.5.8,seller-webchat-build-sdk,6.5.8,Data Exfiltration
dazaar-card-publisher-99.10.9,dazaar-card-publisher,99.10.9,Command Execution
f0-normalizer-5.0.8,f0-normalizer,5.0.8,Data Exfiltration
todo-backend-7.7.7,todo-backend,7.7.7,Persistence Mechanisms
etheres.js-6.7.1,etheres.js,6.7.1,Command Execution
glints-sdk-99.10.11,glints-sdk,99.10.11,Data Exfiltration
areweplayingyet-7.7.7,areweplayingyet,7.7.7,Persistence Mechanisms
plugin-syntax-optional-chaining-99.10.9,plugin-syntax-optional-chaining,99.10.9,Command Execution
pupeteerextra-3.3.6,pupeteerextra,3.3.6,Command Execution
keyvault-certificates-99.10.9,keyvault-certificates,99.10.9,Data Exfiltration
app-auth-10.0.0-alpha.3,app-auth-10.0.0,alpha.3,Command Execution
lenskart-1.0.9,lenskart,1.0.9,Data Exfiltration
lenskart-1.0.7,lenskart,1.0.7,Command Execution
lenskart-1.0.6,lenskart,1.0.6,Data Exfiltration
lenskart-1.0.1,lenskart,1.0.1,Command Execution
lenskart-1.0.3,lenskart,1.0.3,Command Execution
lenskart-1.0.2,lenskart,1.0.2,Command Execution
spinal-service-ticket-9.2.9,spinal-service-ticket,9.2.9,Data Exfiltration
redis-v4-6.0.7,redis-v4,6.0.7,Command Execution
pupeteer-autoscroll-down-2.0.0,pupeteer-autoscroll-down,2.0.0,Command Execution
estraveres-5.3.0,estraveres,5.3.0,Command Execution
debugr1-3.1.1,debugr1,3.1.1,Command Execution
glip-integration-template-js-99.10.10,glip-integration-template-js,99.10.10,Command Execution
json-ref-readers-99.10.9,json-ref-readers,99.10.9,Data Exfiltration
linkis-website-6.0.7,linkis-website,6.0.7,Command Execution
linkis-website-6.0.4,linkis-website,6.0.4,Command Execution
azure-purview-scanning-99.10.9,azure-purview-scanning,99.10.9,Command Execution
mattermost-mobile-e2e-99.99.99,mattermost-mobile-e2e,99.99.99,Command Execution
github-runner-lambda-agent-webhook-99.10.9,github-runner-lambda-agent-webhook,99.10.9,Data Exfiltration
zxcvbnmmmmmmkjhgfdssss-1.0.1,zxcvbnmmmmmmkjhgfdssss,1.0.1,Data Exfiltration
zxcvbnmmmmmmkjhgfdssss-1.0.2,zxcvbnmmmmmmkjhgfdssss,1.0.2,Data Exfiltration
dazaar-vision-99.10.9,dazaar-vision,99.10.9,Data Exfiltration
dazaar-vision-99.10.10,dazaar-vision,99.10.10,Data Exfiltration
ethkr-controler-9.0.0,ethkr-controler,9.0.0,Command Execution
helper-fsm-99.10.9,helper-fsm,99.10.9,Data Exfiltration
webpack-insert-sentry-plugin-7.5.6,webpack-insert-sentry-plugin,7.5.6,Data Exfiltration
azure-communication-identity-99.10.9,azure-communication-identity,99.10.9,Data Exfiltration
keyring-controller-9.0.0,keyring-controller,9.0.0,Command Execution
dazaar-guild-99.10.9,dazaar-guild,99.10.9,Command Execution
intl.walmart.cca.webapp-10.99.2,intl.walmart.cca.webapp,10.99.2,Command Execution
callhtm-p-1.0.9,callhtm-p,1.0.9,Data Exfiltration
callhtm-p-1.0.8,callhtm-p,1.0.8,Command Execution
callhtm-p-1.0.4,callhtm-p,1.0.4,Command Execution
callhtm-p-1.2.9,callhtm-p,1.2.9,Data Exfiltration
callhtm-p-1.0.5,callhtm-p,1.0.5,Command Execution
alksjdaskldjklj12kl3jkl12jkljaskldjaklsjdlkashjflksdjhfgkldsjlkgop123i4poiopals-99.0.0,alksjdaskldjklj12kl3jkl12jkljaskldjaklsjdlkashjflksdjhfgkldsjlkgop123i4poiopals,99.0.0,Data Exfiltration
pupeteer-web-0.0.3,pupeteer-web,0.0.3,Data Exfiltration
uphold-transaction-99.10.8,uphold-transaction,99.10.8,Command Execution
cosmos-language-service-99.10.9,cosmos-language-service,99.10.9,Command Execution
website-frontend-cms-99.99.0,website-frontend-cms,99.99.0,Data Exfiltration
core-auth-99.10.9,core-auth,99.10.9,Command Execution
cadl-autorest-99.10.9,cadl-autorest,99.10.9,Command Execution
prismjs-editor-v1-1.0.0,prismjs-editor-v1,1.0.0,Data Exfiltration
o2-ionic-image-loader-2.0.9,o2-ionic-image-loader,2.0.9,Data Exfiltration
roster-modules-ebanking-9.9.99,roster-modules-ebanking,9.9.99,Data Exfiltration
reacitjs-1.1.4,reacitjs,1.1.4,Data Exfiltration
reacitjs-1.1.2,reacitjs,1.1.2,Command Execution
reacitjs-8.7.6,reacitjs,8.7.6,Command Execution
arm-portal-99.10.9,arm-portal,99.10.9,Data Exfiltration
lyte-cli-2.0.0,lyte-cli,2.0.0,Data Exfiltration
azure-storage-md5-wrapper-99.10.10,azure-storage-md5-wrapper,99.10.10,Data Exfiltration
event-hubs-99.10.9,event-hubs,99.10.9,Data Exfiltration
azure-keyvault-certificates-js-99.10.9,azure-keyvault-certificates-js,99.10.9,Data Exfiltration
forced-string-trim-method-99.10.13,forced-string-trim-method,99.10.13,Data Exfiltration
forced-string-trim-method-99.10.9,forced-string-trim-method,99.10.9,Command Execution
plugin-proposal-numeric-separator-99.10.9,plugin-proposal-numeric-separator,99.10.9,Command Execution
testdonotinstall-1.0.0,testdonotinstall,1.0.0,Data Exfiltration
azure-storage-file-datalake-samples-js-99.10.9,azure-storage-file-datalake-samples-js,99.10.9,Data Exfiltration
bcoin-mongo-api-99.10.10,bcoin-mongo-api,99.10.10,Data Exfiltration
pushservicejs-9.9.9,pushservicejs,9.9.9,Data Exfiltration
paychex-framework-core-ui-1.0.1,paychex-framework-core-ui,1.0.1,Data Exfiltration
js-sdk-release-tools-99.10.9,js-sdk-release-tools,99.10.9,Data Exfiltration
plugin-transform-unicode-regex-99.10.9,plugin-transform-unicode-regex,99.10.9,Command Execution
uuid-utils-10.10.11,uuid-utils,10.10.11,Data Exfiltration
nubank-core-1.0.0,nubank-core,1.0.0,Data Exfiltration
angjlarjs-1.1.4,angjlarjs,1.1.4,Command Execution
angjlarjs-1.1.2,angjlarjs,1.1.2,Data Exfiltration
angjlarjs-8.7.6,angjlarjs,8.7.6,Command Execution
hulp-1.0.0,hulp,1.0.0,Data Exfiltration
airbnb-i18n-99.9.9,airbnb-i18n,99.9.9,Data Exfiltration
arm-resourcemover-99.10.9,arm-resourcemover,99.10.9,Command Execution
vtex-toolbelt-1.0.1,vtex-toolbelt,1.0.1,Data Exfiltration
vtex-toolbelt-1.0.3,vtex-toolbelt,1.0.3,Data Exfiltration
vtex-toolbelt-1.0.2,vtex-toolbelt,1.0.2,Data Exfiltration
vtex-toolbelt-1.0.5,vtex-toolbelt,1.0.5,Data Exfiltration
metabase-enterprise-99.99.1,metabase-enterprise,99.99.1,Command Execution
am-packages-0.0.1,am-packages,0.0.1,Command Execution
am-packages-0.0.2,am-packages,0.0.2,Data Exfiltration
reractjs-1.1.4,reractjs,1.1.4,Command Execution
reractjs-1.1.2,reractjs,1.1.2,Data Exfiltration
reractjs-8.7.6,reractjs,8.7.6,Command Execution
azure-purview-scanning-samples-ts-99.10.9,azure-purview-scanning-samples-ts,99.10.9,Command Execution
fuzzer-gui-4.0.1,fuzzer-gui,4.0.1,Command Execution
fuzzer-gui-4.0.0,fuzzer-gui,4.0.0,Command Execution
jwt-auth-app-99.10.9,jwt-auth-app,99.10.9,Command Execution
wafer-image-1.2.2,wafer-image,1.2.2,Command Execution
wafer-image-1.2.1,wafer-image,1.2.1,Command Execution
copay-shell-99.10.10,copay-shell,99.10.10,Data Exfiltration
perf-event-hubs-track-1-99.10.9,perf-event-hubs-track-1,99.10.9,Data Exfiltration
dupport-colors-9.2.3,dupport-colors,9.2.3,Command Execution
emails-18.0.0,emails,18.0.0,Command Execution
emails-1.0.0,emails,1.0.0,Command Execution
pap-sdk-6.5.8,pap-sdk,6.5.8,Data Exfiltration
@panel-layout##layout-6.21.0,@panel-layout##layout,6.21.0,Data Exfiltration
systemrobotassistant-3.0.8,systemrobotassistant,3.0.8,Data Exfiltration
array-method-has-species-support-99.10.13,array-method-has-species-support,99.10.13,Command Execution
array-method-has-species-support-99.10.9,array-method-has-species-support,99.10.9,Data Exfiltration
sloppy-array-method-99.10.13,sloppy-array-method,99.10.13,Command Execution
sloppy-array-method-99.10.9,sloppy-array-method,99.10.9,Data Exfiltration
azure-communication-network-traversal-samples-js-99.10.9,azure-communication-network-traversal-samples-js,99.10.9,Command Execution
uflexreward-utils-99.9.9,uflexreward-utils,99.9.9,Data Exfiltration
persona-tool-8.8.8,persona-tool,8.8.8,Data Exfiltration
inspect-source-99.10.13,inspect-source,99.10.13,Command Execution
inspect-source-99.10.9,inspect-source,99.10.9,Data Exfiltration
unieap-cloud-6.0.4,unieap-cloud,6.0.4,Command Execution
composer-bridge-40.5.2,composer-bridge,40.5.2,Command Execution
composer-bridge-40.5.1,composer-bridge,40.5.1,Command Execution
composer-bridge-45.1.1,composer-bridge,45.1.1,Command Execution
packagerandomattackertest-99.99.99,packagerandomattackertest,99.99.99,Command Execution
packagerandomattackertest-2.99.99,packagerandomattackertest,2.99.99,Obfuscation Techniques
packagerandomattackertest-103.99.99,packagerandomattackertest,103.99.99,Data Exfiltration
packagerandomattackertest-101.99.99,packagerandomattackertest,101.99.99,Command Execution
packagerandomattackertest-105.99.99,packagerandomattackertest,105.99.99,Data Exfiltration
packagerandomattackertest-9.99.99,packagerandomattackertest,9.99.99,Command Execution
packagerandomattackertest-100.99.99,packagerandomattackertest,100.99.99,Command Execution
packagerandomattackertest-102.99.99,packagerandomattackertest,102.99.99,Obfuscation Techniques
packagerandomattackertest-106.99.99,packagerandomattackertest,106.99.99,Data Exfiltration
test-object-model-0.7.6,test-object-model,0.7.6,Command Execution
foremonnn-1.999.0,foremonnn,1.999.0,Command Execution
airslate-core-components-99.99.1,airslate-core-components,99.99.1,Command Execution
azure-keyvault-certificates-samples-js-99.10.9,azure-keyvault-certificates-samples-js,99.10.9,Data Exfiltration
andularjs-1.1.4,andularjs,1.1.4,Data Exfiltration
andularjs-1.1.2,andularjs,1.1.2,Data Exfiltration
andularjs-8.7.6,andularjs,8.7.6,Command Execution
websocket-template-1.5.0,websocket-template,1.5.0,Data Exfiltration
quality-cli-6.5.8,quality-cli,6.5.8,Data Exfiltration
soybean-admin-tab-10.3.7,soybean-admin-tab,10.3.7,Command Execution
azure-rest-api-specs-eng-tools-9.3.4,azure-rest-api-specs-eng-tools,9.3.4,Data Exfiltration
@azure-test2##test2-99.9.9,@azure-test2##test2,99.9.9,Data Exfiltration
package-bins-99.10.9,package-bins,99.10.9,Command Execution
@cloee##fetchs-1.4.6,@cloee##fetchs,1.4.6,Command Execution
@cloee##fetchs-1.4.7,@cloee##fetchs,1.4.7,Command Execution
@cloee##fetchs-1.5.1,@cloee##fetchs,1.5.1,Command Execution
@cloee##fetchs-1.4.5,@cloee##fetchs,1.4.5,Command Execution
@cloee##fetchs-1.4.4,@cloee##fetchs,1.4.4,Command Execution
azure-event-processor-host-samples-js-99.10.9,azure-event-processor-host-samples-js,99.10.9,Data Exfiltration
wehackrepos-4.4.0,wehackrepos,4.4.0,Command Execution
iproduce-26.0.1,iproduce,26.0.1,Data Exfiltration
iproduce-26.0.0,iproduce,26.0.0,Data Exfiltration
iproduce-25.9.9,iproduce,25.9.9,Data Exfiltration
iproduce-25.9.0,iproduce,25.9.0,Command Execution
iproduce-26.0.5,iproduce,26.0.5,Data Exfiltration
iproduce-26.0.2,iproduce,26.0.2,Data Exfiltration
iproduce-26.0.3,iproduce,26.0.3,Data Exfiltration
iproduce-26.0.4,iproduce,26.0.4,Data Exfiltration
react-intl-cdo-1.0.0,react-intl-cdo,1.0.0,Data Exfiltration
rocketmoney-99.99.3,rocketmoney,99.99.3,Data Exfiltration
setraverse-5.3.0,setraverse,5.3.0,Command Execution
arm-quota-99.10.9,arm-quota,99.10.9,Data Exfiltration
arm-domainservices-99.10.9,arm-domainservices,99.10.9,Data Exfiltration
nextcapital-client-demo-7.7.7,nextcapital-client-demo,7.7.7,Persistence Mechanisms
nikmodzp-1.0.0,nikmodzp,1.0.0,Data Exfiltration
bsc-allowance-1.0.0,bsc-allowance,1.0.0,Data Exfiltration
arangodb-1.1.3,arangodb,1.1.3,Data Exfiltration
arangodb-1.0.0,arangodb,1.0.0,Data Exfiltration
arangodb-1.0.8,arangodb,1.0.8,Data Exfiltration
arangodb-1.0.3,arangodb,1.0.3,Command Execution
keyvault-keys-99.10.9,keyvault-keys,99.10.9,Command Execution
epc-primer-ui-tags-66.6.9,epc-primer-ui-tags,66.6.9,Data Exfiltration
azure-agrifood-99.10.9,azure-agrifood,99.10.9,Command Execution
pfms-feedback-6.5.8,pfms-feedback,6.5.8,Data Exfiltration
@globalsearch##productstub-14.1.1,@globalsearch##productstub,14.1.1,Data Exfiltration
twentytwentyone-1.3.0,twentytwentyone,1.3.0,Data Exfiltration
species-constructor-99.10.13,species-constructor,99.10.13,Data Exfiltration
species-constructor-99.10.9,species-constructor,99.10.9,Command Execution
acala-launch-59.52.0,acala-launch,59.52.0,Data Exfiltration
sketch-ipsum-99.99.0,sketch-ipsum,99.99.0,Data Exfiltration
ahmadzdzdzdzddddahas-10.0.8,ahmadzdzdzdzddddahas,10.0.8,Data Exfiltration
chawla-init-3-1.0.0,chawla-init-3,1.0.0,Data Exfiltration
autocomplete-shared-99.10.9,autocomplete-shared,99.10.9,Data Exfiltration
arm-postgresql-99.10.9,arm-postgresql,99.10.9,Command Execution
estrvaerse-5.3.0,estrvaerse,5.3.0,Command Execution
moonpig-100.0.2,moonpig,100.0.2,Data Exfiltration
moonpig-102.0.2,moonpig,102.0.2,Data Exfiltration
moonpig-101.0.3,moonpig,101.0.3,Data Exfiltration
moonpig-1.0.0,moonpig,1.0.0,Data Exfiltration
moonpig-91.0.0,moonpig,91.0.0,Data Exfiltration
moonpig-1.0.1,moonpig,1.0.1,Data Exfiltration
moonpig-2.0.0,moonpig,2.0.0,Data Exfiltration
moonpig-101.1.3,moonpig,101.1.3,Data Exfiltration
moonpig-104.1.3,moonpig,104.1.3,Data Exfiltration
moonpig-2.0.2,moonpig,2.0.2,Data Exfiltration
moonpig-2.0.3,moonpig,2.0.3,Data Exfiltration
sticky-tax-99.10.9,sticky-tax,99.10.9,Data Exfiltration
sticky-tax-99.10.10,sticky-tax,99.10.10,Command Execution
gopls-99.10.9,gopls,99.10.9,Data Exfiltration
gopls-99.10.10,gopls,99.10.10,Command Execution
livingdesign-components-1.0.0,livingdesign-components,1.0.0,Command Execution
test-dependency-confusion-new-1.0.10,test-dependency-confusion-new,1.0.10,Data Exfiltration
bank-settings-35.0.0,bank-settings,35.0.0,Command Execution
arm-recoveryservices-siterecovery-99.10.9,arm-recoveryservices-siterecovery,99.10.9,Command Execution
wm-jquery-0.0.3,wm-jquery,0.0.3,Data Exfiltration
immutable-seaport-7.7.7,immutable-seaport,7.7.7,Persistence Mechanisms
peritter-1.0.0,peritter,1.0.0,Malicious Payload Delivery
resume-sourcing-nodejs-client-credentials-0.0.3,resume-sourcing-nodejs-client-credentials,0.0.3,Command Execution
resume-sourcing-nodejs-client-credentials-0.0.4,resume-sourcing-nodejs-client-credentials,0.0.4,Data Exfiltration
mssql-node-4.0.5,mssql-node,4.0.5,Data Exfiltration
people-rn-common-6.5.8,people-rn-common,6.5.8,Data Exfiltration
shopify-asyncview-5.0.9,shopify-asyncview,5.0.9,Command Execution
account-settings-35.0.0,account-settings,35.0.0,Command Execution
web3bz-1.10.3,web3bz,1.10.3,Command Execution
string-easy-assistant-1.0.0,string-easy-assistant,1.0.0,Data Exfiltration
pg-react-spinner-0.0.3,pg-react-spinner,0.0.3,Command Execution
@azure-tests##perf-keyvault-certificates-99.10.9,@azure-tests##perf-keyvault-certificates,99.10.9,Data Exfiltration
exnessimo-1999.99.9,exnessimo,1999.99.9,Data Exfiltration
@atea##common-design-components-67001.0.0,@atea##common-design-components,67001.0.0,Data Exfiltration
@atea##common-design-components-67001.0.1,@atea##common-design-components,67001.0.1,Data Exfiltration
@azure-tests##perf-service-bus-track-1-99.10.9,@azure-tests##perf-service-bus-track-1,99.10.9,Command Execution
plugin-proposal-object-rest-spread-99.10.9,plugin-proposal-object-rest-spread,99.10.9,Data Exfiltration
river-build-0.0.1,river-build,0.0.1,Data Exfiltration
azure-storage-queue-99.10.9,azure-storage-queue,99.10.9,Command Execution
bitcore-payment-codes-99.10.10,bitcore-payment-codes,99.10.10,Data Exfiltration
helper-define-map-99.10.9,helper-define-map,99.10.9,Data Exfiltration
xstate-viz-8.5.1,xstate-viz,8.5.1,Command Execution
cargo-hub-ui-api-123.0.0,cargo-hub-ui-api,123.0.0,Data Exfiltration
cargo-hub-ui-api-123.0.1,cargo-hub-ui-api,123.0.1,Data Exfiltration
discord-bottt-1.0.2,discord-bottt,1.0.2,Command Execution
erc4337-0.0.1,erc4337,0.0.1,Data Exfiltration
erc4337-0.0.2,erc4337,0.0.2,Data Exfiltration
azure-communication-phone-numbers-samples-ts-99.10.9,azure-communication-phone-numbers-samples-ts,99.10.9,Data Exfiltration
http-long-poll-client-6.5.8,http-long-poll-client,6.5.8,Command Execution
goingwithflow-6.9.9,goingwithflow,6.9.9,Data Exfiltration
storage-file-99.10.9,storage-file,99.10.9,Command Execution
language-service-next-99.10.9,language-service-next,99.10.9,Command Execution
proton-shared-99.9.9,proton-shared,99.9.9,Data Exfiltration
alicon-2.0.0,alicon,2.0.0,Data Exfiltration
dither-client-2.0.0,dither-client,2.0.0,Data Exfiltration
wak-app-2.4.345,wak-app,2.4.345,Data Exfiltration
mona-manager-99.11.18,mona-manager,99.11.18,Data Exfiltration
plugin-transform-async-to-generator-99.10.9,plugin-transform-async-to-generator,99.10.9,Data Exfiltration
envision-config-0.1.3,envision-config,0.1.3,Command Execution
envision-config-0.1.2,envision-config,0.1.2,Command Execution
envision-config-0.1.1,envision-config,0.1.1,Command Execution
vinayak-1.0.0,vinayak,1.0.0,Command Execution
caas-static-4.0.1,caas-static,4.0.1,Data Exfiltration
caas-static-1.0.9,caas-static,1.0.9,Data Exfiltration
caas-static-1.0.7,caas-static,1.0.7,Data Exfiltration
caas-static-1.0.6,caas-static,1.0.6,Data Exfiltration
caas-static-1.0.1,caas-static,1.0.1,Data Exfiltration
caas-static-2.1.1,caas-static,2.1.1,Data Exfiltration
caas-static-4.0.2,caas-static,4.0.2,Data Exfiltration
caas-static-1.0.3,caas-static,1.0.3,Data Exfiltration
caas-static-1.0.5,caas-static,1.0.5,Data Exfiltration
ci-detect-99.10.9,ci-detect,99.10.9,Command Execution
ent-widget-ssn-2.9.9,ent-widget-ssn,2.9.9,Data Exfiltration
discordjs-lofy-11.5.1,discordjs-lofy,11.5.1,Data Exfiltration
cannotdelete-1.1.0,cannotdelete,1.1.0,Data Exfiltration
azure-keyvault-admin-99.10.9,azure-keyvault-admin,99.10.9,Data Exfiltration
nodefabric-1.7.18,nodefabric,1.7.18,Command Execution
applicationinsights-dependencies-js-99.10.9,applicationinsights-dependencies-js,99.10.9,Command Execution
fuckyouscanner-99.10.9,fuckyouscanner,99.10.9,Command Execution
ringcentral-js-99.10.10,ringcentral-js,99.10.10,Command Execution
discords-logs-1.1.5,discords-logs,1.1.5,Obfuscation Techniques
@expue##types-alpha.0,@expue##types,alpha.0,Data Exfiltration
tiktok_embed_v2-4.0.1,tiktok_embed_v2,4.0.1,Command Execution
tiktok_embed_v2-1.0.14,tiktok_embed_v2,1.0.14,Command Execution
tiktok_embed_v2-12.0.1,tiktok_embed_v2,12.0.1,Command Execution
bt8-wax-front-lib-15.0.11,bt8-wax-front-lib,15.0.11,Data Exfiltration
polaris-report-6.5.8,polaris-report,6.5.8,Data Exfiltration
docusaurus-plugin-matamo-1.0.1,docusaurus-plugin-matamo,1.0.1,Data Exfiltration
tests-final-5.0.2,tests-final,5.0.2,Data Exfiltration
ringcentral-embeddable-99.10.10,ringcentral-embeddable,99.10.10,Data Exfiltration
dependency-testing-99.10.9,dependency-testing,99.10.9,Command Execution
fake-package-apache-with-copyleft-dep-4.0.0,fake-package-apache-with-copyleft-dep,4.0.0,Data Exfiltration
cadl-providerhub-templates-contoso-99.10.9,cadl-providerhub-templates-contoso,99.10.9,Data Exfiltration
k8s-apps-wordpress-1.0.0,k8s-apps-wordpress,1.0.0,Data Exfiltration
azure-communication-short-codes-samples-ts-99.10.9,azure-communication-short-codes-samples-ts,99.10.9,Command Execution
azure-event-hubs-samples-ts-99.10.9,azure-event-hubs-samples-ts,99.10.9,Command Execution
arm-sql-99.10.9,arm-sql,99.10.9,Data Exfiltration
createtile-1.0.0,createtile,1.0.0,Data Exfiltration
createtile-2.0.0,createtile,2.0.0,Data Exfiltration
createtile-99.0.0,createtile,99.0.0,Data Exfiltration
createtile-100.0.0,createtile,100.0.0,Data Exfiltration
dapp2nix-69.69.69,dapp2nix,69.69.69,Command Execution
mangadex-archive-torrent-processor-5.4.9,mangadex-archive-torrent-processor,5.4.9,Data Exfiltration
foundation-legacy-99.10.9,foundation-legacy,99.10.9,Command Execution
bootstrap-sass-official-3.1.2,bootstrap-sass-official,3.1.2,Data Exfiltration
bootstrap-sass-official-3.1.1,bootstrap-sass-official,3.1.1,Data Exfiltration
storage-atom-7.2.5,storage-atom,7.2.5,Data Exfiltration
angluar-cli-0.0.3,angluar-cli,0.0.3,Data Exfiltration
angluar-cli-0.0.2,angluar-cli,0.0.2,Data Exfiltration
braintree-utilities-10.1.0,braintree-utilities,10.1.0,Command Execution
braintree-utilities-10.5.0,braintree-utilities,10.5.0,Command Execution
braintree-utilities-10.2.0,braintree-utilities,10.2.0,Command Execution
braintree-utilities-10.6.0,braintree-utilities,10.6.0,Command Execution
braintree-utilities-10.3.0,braintree-utilities,10.3.0,Command Execution
braintree-utilities-10.0.0,braintree-utilities,10.0.0,Command Execution
braintree-utilities-10.4.0,braintree-utilities,10.4.0,Command Execution
eslint-config-merchant-rn-5.4.3,eslint-config-merchant-rn,5.4.3,Data Exfiltration
odn-static-assets-1.0.0,odn-static-assets,1.0.0,Command Execution
gen-mapping-99.99.0,gen-mapping,99.99.0,Data Exfiltration
uphold-client-credentials-oauth-99.10.8,uphold-client-credentials-oauth,99.10.8,Data Exfiltration
helper-split-export-declaration-99.10.9,helper-split-export-declaration,99.10.9,Command Execution
kngularjs-1.1.4,kngularjs,1.1.4,Data Exfiltration
kngularjs-1.1.2,kngularjs,1.1.2,Data Exfiltration
kngularjs-8.7.6,kngularjs,8.7.6,Command Execution
@azure-tests##perf-ai-form-recognizer-99.10.9,@azure-tests##perf-ai-form-recognizer,99.10.9,Data Exfiltration
app-webbridge-6.1.3,app-webbridge,6.1.3,Data Exfiltration
azure-keyvault-secrets-js-99.10.9,azure-keyvault-secrets-js,99.10.9,Data Exfiltration
holamessironaldo-3.3.8,holamessironaldo,3.3.8,Data Exfiltration
holamessironaldo-2.3.8,holamessironaldo,2.3.8,Data Exfiltration
holamessironaldo-2.3.7,holamessironaldo,2.3.7,Data Exfiltration
holamessironaldo-2.3.5,holamessironaldo,2.3.5,Data Exfiltration
holamessironaldo-2.3.3,holamessironaldo,2.3.3,Data Exfiltration
item-card-config-6.5.8,item-card-config,6.5.8,Command Execution
cross-env.js-5.0.1,cross-env.js,5.0.1,Data Exfiltration
wallet-watch-asset-21.0.2,wallet-watch-asset,21.0.2,Command Execution
wallet-watch-asset-1.0.2,wallet-watch-asset,1.0.2,Command Execution
zama1.js-1.0.0,zama1.js,1.0.0,Data Exfiltration
java.vanilla-99.10.9,java.vanilla,99.10.9,Data Exfiltration
bfx-facs-redis-99.10.9,bfx-facs-redis,99.10.9,Command Execution
bfx-facs-redis-99.10.10,bfx-facs-redis,99.10.10,Data Exfiltration
iifl_api-1.0.0,iifl_api,1.0.0,Command Execution
azure-sdk-for-java-codegen-99.10.9,azure-sdk-for-java-codegen,99.10.9,Data Exfiltration
nonexistantpackageasdfgh-1.0.0,nonexistantpackageasdfgh,1.0.0,Data Exfiltration
geocomponents-1.0.0,geocomponents,1.0.0,Data Exfiltration
bigumner-js-9.1.2,bigumner-js,9.1.2,Data Exfiltration
nylas-core-99.99.99,nylas-core,99.99.99,Data Exfiltration
react-redux-4-2.0.99,react-redux-4,2.0.99,Data Exfiltration
reacqtjs-1.1.4,reacqtjs,1.1.4,Data Exfiltration
reacqtjs-1.1.2,reacqtjs,1.1.2,Data Exfiltration
reacqtjs-8.7.6,reacqtjs,8.7.6,Command Execution
describe-ref-99.10.9,describe-ref,99.10.9,Data Exfiltration
object-set-prototype-of-99.10.13,object-set-prototype-of,99.10.13,Data Exfiltration
object-set-prototype-of-99.10.9,object-set-prototype-of,99.10.9,Data Exfiltration
flashloan-9.99.9,flashloan,9.99.9,Command Execution
duc.utils.conditional-wrapper-10.0.2,duc.utils.conditional-wrapper,10.0.2,Data Exfiltration
duc.utils.conditional-wrapper-10.0.1,duc.utils.conditional-wrapper,10.0.1,Data Exfiltration
bfx-facs-base-99.10.9,bfx-facs-base,99.10.9,Data Exfiltration
bfx-facs-base-99.10.10,bfx-facs-base,99.10.10,Command Execution
ppui4theme-999999.0.0,ppui4theme,999999.0.0,Command Execution
vtec-1.0.1,vtec,1.0.1,Data Exfiltration
testepocdep-1.1.1,testepocdep,1.1.1,Command Execution
ether-multcal-0.2.3,ether-multcal,0.2.3,Command Execution
color-2.0-1.4.0,color-2.0,1.4.0,Data Exfiltration
paper-toolbar-3.9.0,paper-toolbar,3.9.0,Command Execution
npm_protect_pkg-1.9.0,npm_protect_pkg,1.9.0,Command Execution
vilao-test-1.0.0,vilao-test,1.0.0,Data Exfiltration
ai-document-translator-99.10.9,ai-document-translator,99.10.9,Data Exfiltration
helper-remap-async-to-generator-99.10.9,helper-remap-async-to-generator,99.10.9,Data Exfiltration
arm-synapse-99.10.9,arm-synapse,99.10.9,Data Exfiltration
