source,package_name,version,file,type,summary,cluster_kmeans,cluster_spectral,cluster_agglomerative,cluster_dbscan
malware_snippets,plugin-proposal-object-rest-spread,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,0
malware_snippets,seller-package-common,6.5.8,tmp/tmp694_z6bs/seller-package-common/package/index.js,shady-links,Fetches external IP and organization info from ipinfo.io using HTTPS request.,15,0,10,-1
malware_snippets,seller-package-common,6.5.8,tmp/tmp694_z6bs/seller-package-common/package/index.js,shady-links,"Collects system, user, and network info, exfiltrates to Discord webhook.",11,0,13,-1
malware_snippets,seller-package-common,6.5.8,tmp/tmp694_z6bs/seller-package-common/package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates via HTTPS POST to Discord webhook.,3,0,5,-1
malware_snippets,seller-package-common,6.5.8,tmp/tmp694_z6bs/seller-package-common/package/index.js,npm-exfiltrate-sensitive-data,Collects system/user/package info and exfiltrates via Discord webhook.,3,0,5,-1
malware_snippets,seller-package-common,6.5.8,tmp/tmp694_z6bs/seller-package-common/package/package.json,npm-install-script,Executes index.js automatically during npm install via preinstall script.,12,0,3,15
malware_snippets,super-social-sdk,2.0.30,package/package.json,npm-install-script,"Executes build.js automatically before npm install, enabling arbitrary code execution.",12,0,2,-1
malware_snippets,super-social-sdk,2.2.1,package/package.json,npm-install-script,"Executes build.js automatically before install, enabling arbitrary code execution on install.",2,0,2,41
malware_snippets,super-social-sdk,2.0.36,package/package.json,npm-install-script,"Executes build.js automatically before install, enabling arbitrary code execution on install.",2,0,2,41
malware_snippets,aynmatch,3.1.2,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on install.",2,0,16,0
malware_snippets,azure-keyvault-keys-ts,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on install.",2,0,16,0
malware_snippets,azure-keyvault-keys-ts,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates via DNS and HTTPS POST to remote server.,6,0,9,-1
malware_snippets,azure-keyvault-keys-ts,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates via HTTPS POST to remote server.,1,0,4,9
malware_snippets,melichat-component-library,1.1.0,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and package data, exfiltrates via HTTPS POST to external server.",7,11,8,10
malware_snippets,melichat-component-library,1.1.0,package/index.js,npm-exfiltrate-sensitive-data,Exfiltrates system and package data to remote server via HTTPS POST request.,15,0,10,-1
malware_snippets,melichat-component-library,1.1.0,package/index.js,shady-links,"Collects system and user data, exfiltrates via HTTPS POST to attacker-controlled server.",7,0,6,-1
malware_snippets,vs-table-plugins-antd,9.2.10,tmp/tmp72840a_6/vs-table-plugins-antd/package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates via Discord webhook using HTTPS POST.,3,0,5,-1
malware_snippets,vs-table-plugins-antd,9.2.10,tmp/tmp72840a_6/vs-table-plugins-antd/package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates via Discord webhook using HTTPS POST.,3,0,5,-1
malware_snippets,vs-table-plugins-antd,9.2.10,tmp/tmp72840a_6/vs-table-plugins-antd/package/index.js,shady-links,Fetches external IP and organization info from ipinfo.io using HTTPS.,9,0,1,-1
malware_snippets,vs-table-plugins-antd,9.2.10,tmp/tmp72840a_6/vs-table-plugins-antd/package/index.js,shady-links,"Collects system and user data, exfiltrates via Discord webhook.",3,0,5,-1
malware_snippets,vs-table-plugins-antd,9.2.10,tmp/tmp72840a_6/vs-table-plugins-antd/package/package.json,npm-install-script,Runs index.js automatically on install via preinstall npm script.,12,0,3,27
malware_snippets,binary-bot,5.3.2,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and package data, exfiltrates via HTTPS POST to remote server.",1,13,4,-1
malware_snippets,binary-bot,5.3.2,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and package data, exfiltrates via HTTPS POST to remote server.",1,13,4,-1
malware_snippets,binary-bot,5.3.2,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,-1
malware_snippets,binary-bot,5.3.3,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package installation.",2,14,11,-1
malware_snippets,binary-bot,5.3.3,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and user data, exfiltrates via HTTPS POST to remote server.",1,8,4,-1
malware_snippets,binary-bot,5.3.3,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and package data, exfiltrates via HTTPS POST to remote server.",1,13,4,3
malware_snippets,spectral-ref-resolver,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on install.",2,0,16,-1
malware_snippets,spectral-ref-resolver,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates via HTTPS POST to remote server.,1,8,4,-1
malware_snippets,spectral-ref-resolver,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates system/user data to remote server via HTTPS POST.,1,8,4,-1
malware_snippets,eslint-plugin-internal-playwright,6.5.8,tmp/tmpipmzz3a7/eslint-plugin-internal-playwright/package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates via HTTPS POST to Discord webhook.,3,0,5,-1
malware_snippets,eslint-plugin-internal-playwright,6.5.8,tmp/tmpipmzz3a7/eslint-plugin-internal-playwright/package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates via Discord webhook POST request.,15,10,10,-1
malware_snippets,eslint-plugin-internal-playwright,6.5.8,tmp/tmpipmzz3a7/eslint-plugin-internal-playwright/package/index.js,shady-links,Fetches external IP and organization info from ipinfo.io using HTTPS GET request.,9,0,1,-1
malware_snippets,eslint-plugin-internal-playwright,6.5.8,tmp/tmpipmzz3a7/eslint-plugin-internal-playwright/package/index.js,shady-links,"Collects system, user, and network info, exfiltrates to Discord webhook via HTTPS.",11,0,13,-1
malware_snippets,eslint-plugin-internal-playwright,6.5.8,tmp/tmpipmzz3a7/eslint-plugin-internal-playwright/package/package.json,npm-install-script,Executes index.js automatically on install via preinstall npm script.,12,0,3,15
malware_snippets,hubot-hangouts,6.5.8,tmp/tmpv33x_m0_/hubot-hangouts/package/package.json,npm-install-script,Executes index.js automatically during npm install via preinstall script.,12,0,3,15
malware_snippets,hubot-hangouts,6.5.8,tmp/tmpv33x_m0_/hubot-hangouts/package/index.js,shady-links,Fetches external IP and organization info from ipinfo.io using HTTPS request.,15,0,10,-1
malware_snippets,hubot-hangouts,6.5.8,tmp/tmpv33x_m0_/hubot-hangouts/package/index.js,shady-links,"Collects system and user info, exfiltrates via Discord webhook.",3,0,5,13
malware_snippets,hubot-hangouts,6.5.8,tmp/tmpv33x_m0_/hubot-hangouts/package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates via HTTPS POST to Discord webhook.,3,0,5,-1
malware_snippets,hubot-hangouts,6.5.8,tmp/tmpv33x_m0_/hubot-hangouts/package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates it to a Discord webhook via HTTPS POST.,3,15,5,14
malware_snippets,unodep,999.0.0,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and package data, exfiltrates via HTTPS POST to remote server.",1,13,4,3
malware_snippets,unodep,999.0.0,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and package data, exfiltrates via HTTPS POST to external server.",7,11,8,10
malware_snippets,unodep,999.0.0,package/index.js,shady-links,"Collects system and user info, exfiltrates via HTTPS POST to external server.",7,0,8,-1
malware_snippets,unodep,999.0.0,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,0
malware_snippets,spuports-color,9.2.3,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,0
malware_snippets,identity-vscode,99.10.9,package/package.json,npm-install-script,Executes index.js automatically before package installation via npm preinstall script.,5,1,11,2
malware_snippets,identity-vscode,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,-1
malware_snippets,identity-vscode,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates system/user data to remote server via HTTPS POST.,1,8,4,3
malware_snippets,vrt_hitlijst_generic_voting,4.999.0,package/index.js,shady-links,Collects host info and exfiltrates it to remote server via crafted shell and HTTP requests.,16,0,2,-1
malware_snippets,vrt_hitlijst_generic_voting,4.999.0,package/index.js,shady-links,Collects host info and exfiltrates it to remote server via crafted curl requests.,16,0,2,-1
malware_snippets,vrt_hitlijst_generic_voting,4.999.0,package/package.json,npm-install-script,"Silently executes index.js before install, suppressing all output.",9,0,1,12
malware_snippets,vrt_hitlijst_generic_voting,2.999.0,package/package.json,npm-install-script,"Executes index.js silently before install, potentially running hidden code.",14,0,7,-1
malware_snippets,vrt_hitlijst_generic_voting,2.999.0,package/index.js,shady-links,Collects system/user info and exfiltrates it via POST to remote server.,17,16,17,-1
malware_snippets,vrt_hitlijst_generic_voting,1.999.0,package/package.json,npm-install-script,"Silently executes index.js before install, suppressing all output.",1,0,1,12
malware_snippets,vrt_hitlijst_generic_voting,1.999.0,package/index.js,shady-links,Collects host info and exfiltrates it to remote server via crafted shell commands.,17,0,14,-1
malware_snippets,vrt_hitlijst_generic_voting,1.999.0,package/index.js,shady-links,Collects host info and exfiltrates it to remote server via crafted curl requests.,16,0,2,-1
malware_snippets,vrt_hitlijst_generic_voting,3.999.0,package/index.js,shady-links,Collects host info and exfiltrates it to remote server via crafted shell command.,17,0,14,-1
malware_snippets,vrt_hitlijst_generic_voting,3.999.0,package/index.js,shady-links,Collects host info and exfiltrates it to remote server via crafted curl requests.,16,0,2,-1
malware_snippets,vrt_hitlijst_generic_voting,3.999.0,package/package.json,npm-install-script,"Silently executes index.js before install, suppressing all output.",9,0,1,12
malware_snippets,polling-mod,99.10.9,package/package.json,npm-install-script,Executes index.js automatically before package installation via npm preinstall script.,5,1,11,2
malware_snippets,polling-mod,99.10.9,package/index.js,npm-obfuscation,"Exfiltrates host, user, directory, and file info to remote server via DNS and HTTPS POST.",6,0,15,-1
malware_snippets,testingsomethingforscanner,35.0.0,package/package.json,npm-install-script,"Executes app.js automatically before install, enabling arbitrary code execution during npm install.",2,0,2,-1
malware_snippets,@fixedwidthtable##fixedwidthtable,0.0.1,package/scripts/index.js,npm-obfuscation,Collects system/user data and exfiltrates to remote server via HTTPS POST.,1,8,4,3
malware_snippets,@fixedwidthtable##fixedwidthtable,0.0.1,package/scripts/index.js,shady-links,"Collects and exfiltrates host, user, and key data to remote server via HTTPS POST.",1,0,1,-1
malware_snippets,@fixedwidthtable##fixedwidthtable,0.0.1,package/package.json,npm-install-script,Runs scripts/index.js automatically before npm install executes dependencies.,10,0,2,-1
malware_snippets,@fixedwidthtable##fixedwidthtable,0.0.2,package/scripts/index.js,shady-links,"Collects and exfiltrates system, user, and key data to remote server via HTTPS POST.",1,0,1,-1
malware_snippets,@fixedwidthtable##fixedwidthtable,0.0.2,package/scripts/index.js,npm-obfuscation,Collects system/user data and exfiltrates to remote server via HTTPS POST.,1,8,4,3
malware_snippets,@fixedwidthtable##fixedwidthtable,0.0.2,package/package.json,npm-install-script,Runs scripts/index.js automatically before npm install executes.,10,0,2,-1
malware_snippets,@fixedwidthtable##fixedwidthtable,0.0.3,package/scripts/index.js,npm-obfuscation,Obfuscated code bootstraps string deobfuscation and anti-analysis logic for later malicious actions.,9,0,1,-1
malware_snippets,@fixedwidthtable##fixedwidthtable,0.0.3,package/scripts/index.js,shady-links,Obfuscated code initializes string array and mapping for later deobfuscation and anti-analysis.,9,0,1,-1
malware_snippets,@fixedwidthtable##fixedwidthtable,0.0.3,package/package.json,npm-install-script,Runs scripts/index.js automatically before npm install executes dependencies.,10,0,2,-1
malware_snippets,web-eth-abi,4.3.0,tmp/tmprkd9l7vs/web-eth-abi/package/package.json,npm-install-script,"Executes hidden Node.js script automatically after install, enabling arbitrary code execution.",15,0,10,-1
malware_snippets,iifl_serialize,1.0.0,package/package.json,npm-install-script,"Runs index.js in background during install, enabling hidden code execution.",14,0,7,-1
malware_snippets,iifl_serialize,1.0.0,package/index.js,npm-obfuscation,Obfuscated code executes a script via child_process using dynamic require and string manipulation.,12,0,3,-1
malware_snippets,helper-plugin-utils,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates host/user info and directory listings to remote server via HTTPS POST.,9,0,1,-1
malware_snippets,helper-plugin-utils,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,helper-plugin-utils,99.10.9,package/package.json,npm-install-script,Executes index.js automatically before package installation via npm preinstall script.,5,1,11,2
malware_snippets,component-text,99.0.1,package/index.js,shady-links,"Collects system and user info, exfiltrates via HTTPS POST to attacker-controlled server.",7,0,6,-1
malware_snippets,component-text,99.0.1,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and package data, exfiltrates via HTTPS POST to external server.",7,11,8,10
malware_snippets,component-text,99.0.1,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates system and package data to remote server via HTTPS POST.,1,13,4,3
malware_snippets,component-text,99.0.1,package/package.json,npm-install-script,Executes index.js automatically before package installation via npm preinstall script.,5,1,11,2
malware_snippets,sap-backend,0.0.0,2024-07-11-sap-backend-v0.0.0/package/package.json,npm-install-script,"Runs index.js silently before install, hiding all output.",9,0,1,-1
malware_snippets,sap-backend,0.0.0,2024-07-11-sap-backend-v0.0.0/package/index.js,shady-links,Exfiltrates system info and environment variables to remote server using curl and base64.,16,0,1,-1
malware_snippets,loadyml,1.0.2,package/package.json,npm-install-script,"Runs update.js automatically before install, enabling hidden code execution on package installation.",14,0,11,-1
malware_snippets,stitch-fix-men,2023.1.2,package/index.js,shady-links,"Collects system and package data, exfiltrates via HTTPS POST to remote server.",1,13,4,3
malware_snippets,stitch-fix-men,2023.1.2,package/index.js,npm-exfiltrate-sensitive-data,"Exfiltrates host, user, and package data to remote server via HTTPS POST.",1,0,14,-1
malware_snippets,stitch-fix-men,2023.1.2,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates system and package data to remote server via HTTPS POST.,1,13,4,3
malware_snippets,stitch-fix-men,2023.1.2,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package installation.",2,14,11,16
malware_snippets,stitch-fix-men,2023.1.0,package/index.js,shady-links,"Collects system and user info, exfiltrates via POST to remote server.",1,0,4,9
malware_snippets,stitch-fix-men,2023.1.0,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and package data, exfiltrates via HTTPS POST to remote server.",1,13,4,-1
malware_snippets,stitch-fix-men,2023.1.0,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and user data, exfiltrates via HTTPS POST to remote server.",1,8,4,3
malware_snippets,stitch-fix-men,2023.1.0,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on install.",2,0,16,0
malware_snippets,arm-serialconsole,99.10.9,package/package.json,npm-install-script,Executes index.js automatically before package installation via npm preinstall script.,5,1,11,2
malware_snippets,arm-serialconsole,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates host/user info and directory listing to remote server via HTTPS POST.,9,0,1,-1
malware_snippets,arm-serialconsole,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,testing-recorder-new,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,"Collects and exfiltrates system, user, and directory data to remote server via HTTPS POST.",17,0,15,-1
malware_snippets,testing-recorder-new,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,testing-recorder-new,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,0
malware_snippets,puppeteerrecordr,1.0.7,tmp/tmpchui_fpy/puppeteerrecordr/package/package.json,npm-install-script,"Executes o1hykoe2.cjs automatically after install, enabling arbitrary code execution.",2,0,2,-1
malware_snippets,grenache-nodejs-example-fib-client,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates via DNS and HTTPS POST to remote server.,6,0,9,-1
malware_snippets,grenache-nodejs-example-fib-client,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user/package info and exfiltrates via HTTPS POST to remote server.,1,6,4,-1
malware_snippets,grenache-nodejs-example-fib-client,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,0
malware_snippets,grenache-nodejs-example-fib-client,99.10.10,package/package.json,npm-install-script,Executes index.js automatically before package installation via npm preinstall script.,5,1,11,2
malware_snippets,grenache-nodejs-example-fib-client,99.10.10,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user/package data and exfiltrates it via HTTPS POST to remote server.,17,5,17,-1
malware_snippets,grenache-nodejs-example-fib-client,99.10.10,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates it via HTTPS POST to remote server.,17,16,17,7
malware_snippets,config-envi,0.0.1,package/package.json,npm-install-script,"Executes and deletes a batch file during npm install, enabling hidden preinstall actions.",12,0,7,-1
malware_snippets,telebot-lib,1.0.19,package/src/services/telegramAPI.js,shady-links,Fetches Telegram bot info using provided token via Telegram API.,9,0,1,-1
malware_snippets,telebot-lib,1.0.19,package/src/services/telegramAPI.js,shady-links,Fetches recent Telegram bot messages using supplied token and update ID.,9,0,2,-1
malware_snippets,telebot-lib,1.0.19,package/src/services/telegramAPI.js,shady-links,Sends arbitrary data to Telegram API using provided bot token and message payload.,4,0,2,-1
malware_snippets,telebot-lib,1.0.19,package/src/services/telegramAPINode.js,shady-links,"Performs Telegram API requests using hardcoded hostname for bot info, messages, and sending messages.",10,0,1,-1
malware_snippets,cadl-autorest,99.10.9,package/package.json,npm-install-script,Executes index.js automatically before package installation via npm preinstall script.,5,1,11,2
malware_snippets,cadl-autorest,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates via HTTPS POST to remote server.,1,8,4,3
malware_snippets,cadl-autorest,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates it to remote server via HTTPS POST.,17,16,17,7
malware_snippets,azure-purview-account,99.10.10,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates via DNS and HTTPS POST to remote server.,6,17,9,-1
malware_snippets,azure-purview-account,99.10.10,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates it via HTTPS POST to remote server.,17,16,17,7
malware_snippets,azure-purview-account,99.10.10,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on install.",2,0,16,0
malware_snippets,cadl-samples,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,cadl-samples,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,"Collects and exfiltrates system, user, and directory data to remote server via HTTPS POST.",17,0,15,-1
malware_snippets,cadl-samples,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,0
malware_snippets,helper-builder-binary-assignment-operator-visitor,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on npm install.",12,0,3,-1
malware_snippets,helper-builder-binary-assignment-operator-visitor,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,helper-builder-binary-assignment-operator-visitor,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates host/user info and directory listing to remote server via HTTPS POST.,9,0,1,-1
malware_snippets,vue3-tiktok,89.3.5,tmp/tmpmeu6m9en/vue3-tiktok/package/index.js,npm-exfiltrate-sensitive-data,Exfiltrates system and user data to multiple remote servers via HTTP GET requests.,9,0,1,-1
malware_snippets,vue3-tiktok,89.3.5,tmp/tmpmeu6m9en/vue3-tiktok/package/index.js,shady-links,Exfiltrates system and user data to multiple remote servers via HTTP GET requests.,9,0,1,-1
malware_snippets,vue3-tiktok,89.3.5,tmp/tmpmeu6m9en/vue3-tiktok/package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,0
malware_snippets,arm-devspaces,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates host/user info to remote server via HTTPS POST.,1,0,14,25
malware_snippets,arm-devspaces,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates host/user info and directory listing to remote server via HTTPS POST.,9,0,1,-1
malware_snippets,arm-devspaces,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on npm install.",12,0,3,8
malware_snippets,azure-communication-short-codes-samples-js,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates host/user info to remote server via HTTPS POST.,1,0,14,-1
malware_snippets,azure-communication-short-codes-samples-js,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,azure-communication-short-codes-samples-js,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution during npm install.",12,0,3,-1
malware_snippets,azure-purview-catalog,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,0
malware_snippets,azure-purview-catalog,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,azure-purview-catalog,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates it via HTTPS POST to remote server.,17,16,17,7
malware_snippets,client-onboarding,6.6.6,package/package.json,shady-links,"Runs remote curl command on install, contacting attacker-controlled server.",9,0,1,-1
malware_snippets,client-onboarding,6.6.6,package/package.json,npm-install-script,"Runs remote curl command before install, likely for data exfiltration or remote code execution.",2,0,2,-1
malware_snippets,client-onboarding,7.7.7,package/package.json,npm-install-script,Exfiltrates machine hostname to remote server during npm install via preinstall script.,12,0,3,-1
malware_snippets,client-onboarding,7.7.7,package/package.json,shady-links,Runs curl on install to exfiltrate hostname to attacker-controlled server.,10,0,6,-1
malware_snippets,bfx-facs-http,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates via DNS and HTTPS POST to remote server.,6,17,9,-1
malware_snippets,bfx-facs-http,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates it via HTTPS POST to remote server.,17,16,17,7
malware_snippets,bfx-facs-http,99.10.9,package/package.json,npm-install-script,Executes index.js automatically before package installation via npm preinstall script.,5,1,11,2
malware_snippets,bfx-facs-http,99.10.10,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on install.",2,0,16,0
malware_snippets,bfx-facs-http,99.10.10,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates via HTTPS POST to remote server.,1,8,4,3
malware_snippets,bfx-facs-http,99.10.10,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user/package info and exfiltrates via HTTPS POST to remote server.,1,6,4,20
malware_snippets,multi-module-plugins,6.5.8,tmp/tmpuo9i95d7/multi-module-plugins/package/package.json,npm-install-script,Executes index.js automatically on install via preinstall npm script.,12,0,3,15
malware_snippets,multi-module-plugins,6.5.8,tmp/tmpuo9i95d7/multi-module-plugins/package/index.js,shady-links,Fetches external IP and organization info from ipinfo.io using HTTPS.,9,0,1,18
malware_snippets,multi-module-plugins,6.5.8,tmp/tmpuo9i95d7/multi-module-plugins/package/index.js,shady-links,"Collects system, user, and network info, exfiltrates to Discord webhook.",11,0,13,-1
malware_snippets,multi-module-plugins,6.5.8,tmp/tmpuo9i95d7/multi-module-plugins/package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates via Discord webhook using HTTPS POST.,3,0,5,-1
malware_snippets,multi-module-plugins,6.5.8,tmp/tmpuo9i95d7/multi-module-plugins/package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to a Discord webhook via HTTPS POST.,3,15,5,-1
malware_snippets,dexclient,9.9.9,package/index.js,shady-links,Exfiltrates system info via DNS and HTTP to attacker-controlled domains using child process execution.,0,0,9,-1
malware_snippets,maybemaliciouspackage,1.0.1,package/package.json,npm-install-script,Reads and prints all SSH keys from user directory during npm install.,12,0,15,-1
malware_snippets,dazaar-resolve,99.10.9,package/package.json,npm-install-script,Executes index.js automatically during npm install via preinstall script.,12,0,3,15
malware_snippets,dazaar-resolve,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates via DNS and HTTPS POST to remote server.,6,0,9,-1
malware_snippets,dazaar-resolve,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates it via HTTPS POST to remote server.,17,16,17,-1
malware_snippets,dazaar-resolve,99.10.10,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,dazaar-resolve,99.10.10,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates via HTTPS POST to attacker-controlled server.,7,0,6,-1
malware_snippets,dazaar-resolve,99.10.10,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution.",2,0,16,0
malware_snippets,emails-helper,2.0.20230825132218,package/package.json,npm-install-script,Executes init.js automatically before package installation via npm.,5,1,3,-1
malware_snippets,snykaudit-helper,4.1.2,package/package.json,npm-install-script,"Runs server.js automatically after install, enabling hidden code execution on user systems.",14,0,7,-1
malware_snippets,snykaudit-helper,4.1.1,package/package.json,npm-install-script,"Runs bin/server.js automatically after install, enabling hidden code execution.",14,0,7,-1
malware_snippets,arm-policyinsights,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,0
malware_snippets,arm-policyinsights,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates host/user data to remote server via HTTPS POST.,1,0,14,-1
malware_snippets,arm-policyinsights,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates system/user data to remote server via HTTPS POST.,1,8,4,3
malware_snippets,bfx-facs-monitor-tx,99.10.9,package/package.json,npm-install-script,Executes index.js automatically before package installation via npm preinstall script.,5,1,11,2
malware_snippets,bfx-facs-monitor-tx,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,bfx-facs-monitor-tx,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it via HTTPS POST to remote server.,17,3,17,6
malware_snippets,bfx-facs-monitor-tx,99.10.10,package/package.json,npm-install-script,Executes index.js automatically before package installation via preinstall script.,5,1,11,22
malware_snippets,bfx-facs-monitor-tx,99.10.10,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user/package info and exfiltrates via DNS and HTTPS POST to remote server.,6,17,9,-1
malware_snippets,bfx-facs-monitor-tx,99.10.10,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates it via HTTPS POST to remote server.,17,16,17,7
malware_snippets,developerhome,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
